Date,Solidary,Anti-Solidary,Other,10 most common hashtags
2019-09-17,551,120,167,refugees: 287	leavenoonebehind: 142	refugee: 102	refugeeswelcome: 98	flüchtlinge: 92	seenotrettung: 52	asylumseekers: 49	migrants: 42	mapability: 38	immigration: 31	
2019-09-18,503,125,119,refugees: 278	refugeeswelcome: 93	refugee: 84	leavenoonebehind: 84	flüchtlinge: 56	asylumseekers: 54	seenotrettung: 45	migrants: 30	migration: 29	immigrants: 23	
2019-09-19,557,153,148,refugees: 300	refugee: 104	leavenoonebehind: 100	seenotrettung: 98	refugeeswelcome: 81	flüchtlinge: 81	seehofer: 61	asylumseekers: 54	migration: 32	immigration: 25	
2019-09-20,526,118,115,refugees: 288	leavenoonebehind: 106	refugee: 89	refugeeswelcome: 85	seenotrettung: 46	flüchtlinge: 45	asylumseekers: 43	migrants: 40	fluechtlinge: 33	climatestrike: 30	
2019-09-21,292,82,78,refugees: 159	leavenoonebehind: 78	refugeeswelcome: 69	refugee: 49	flüchtlinge: 29	asylumseekers: 24	immigration: 18	wirschaffendas: 16	migration: 16	seenotrettung: 16	
2019-09-22,332,89,76,refugees: 179	leavenoonebehind: 76	refugeeswelcome: 70	seenotrettung: 52	refugee: 46	flüchtlinge: 40	migrants: 18	wirschaffendas: 17	rohingya: 16	immigration: 14	
2019-09-23,728,144,151,refugees: 327	leavenoonebehind: 191	seenotrettung: 180	refugee: 107	refugeeswelcome: 104	healthforall: 74	unga: 55	flüchtlinge: 52	uhc: 45	asylumseekers: 45	
2019-09-24,602,100,120,refugees: 304	leavenoonebehind: 214	refugeeswelcome: 87	refugee: 84	globalgoals: 48	unga: 43	seenotrettung: 43	sdgs: 42	asylumseekers: 41	healthforall: 35	
2019-09-25,642,68,136,refugees: 284	leavenoonebehind: 233	refugeeswelcome: 103	refugee: 102	sdgs: 65	asylumseekers: 41	unga: 34	flüchtlinge: 33	act4sdgs: 32	seenotrettung: 31	
2019-09-26,854,109,142,refugees: 371	refugeeswelcome: 298	leavenoonebehind: 145	refugee: 119	standwithrefugees: 77	seenotrettung: 59	welcome95k: 54	migrants: 40	asylumseekers: 39	immigration: 39	
2019-09-27,829,108,161,refugees: 415	refugeeswelcome: 258	refugee: 171	leavenoonebehind: 100	seenotrettung: 54	standwithrefugees: 51	flüchtlinge: 47	asylumseekers: 40	immigration: 32	migrants: 31	
2019-09-28,620,59,85,leavenoonebehind: 294	iesogi: 226	globalcitizen: 226	refugees: 210	refugeeswelcome: 116	refugee: 46	flüchtlinge: 34	immigration: 24	migrants: 19	asylumseekers: 19	
2019-09-29,817,105,80,leavenoonebehind: 465	iesogi: 432	globalcitizen: 431	refugees: 263	refugeeswelcome: 71	migrants: 68	refugee: 65	flüchtlinge: 51	moria: 27	seenotrettung: 25	
2019-09-30,1296,105,112,refugeeswelcome: 569	leavenoonebehind: 365	refugees: 349	iesogi: 295	globalcitizen: 295	refugee: 107	migrants: 75	flüchtlinge: 58	moria: 49	greece: 44	
2019-10-01,889,102,123,refugees: 347	refugeeswelcome: 262	leavenoonebehind: 254	iesogi: 181	globalcitizen: 181	refugee: 129	migrants: 50	flüchtlinge: 47	asylumseekers: 40	greece: 29	
2019-10-02,1000,83,112,leavenoonebehind: 486	iesogi: 399	globalcitizen: 399	refugees: 341	refugeeswelcome: 145	refugee: 134	migrants: 45	asylumseekers: 43	flüchtlinge: 32	immigration: 31	
2019-10-03,773,77,138,refugees: 374	leavenoonebehind: 235	iesogi: 143	globalcitizen: 143	refugeeswelcome: 119	refugee: 114	asylumseekers: 61	seenotrettung: 52	migrants: 37	flüchtlinge: 34	
2019-10-04,622,91,133,refugees: 297	leavenoonebehind: 160	refugeeswelcome: 143	refugee: 127	globalcitizen: 91	iesogi: 90	flüchtlinge: 46	asylumseekers: 41	eu: 35	seenotrettung: 32	
2019-10-05,376,84,73,refugees: 181	leavenoonebehind: 98	refugeeswelcome: 80	refugee: 70	globalcitizen: 69	iesogi: 68	flüchtlinge: 46	seenotrettung: 30	asylumseekers: 23	seehofer: 22	
2019-10-06,331,125,78,refugees: 174	leavenoonebehind: 77	refugeeswelcome: 73	flüchtlinge: 62	refugee: 59	iesogi: 55	globalcitizen: 55	seehofer: 51	seenotrettung: 29	migration: 23	
2019-10-07,586,73,111,refugees: 295	leavenoonebehind: 130	refugeeswelcome: 120	refugee: 108	iesogi: 71	globalcitizen: 71	seenotrettung: 38	syria: 36	flüchtlinge: 35	asylumseekers: 33	
2019-10-08,667,190,153,refugees: 332	leavenoonebehind: 173	refugee: 110	refugeeswelcome: 109	iesogi: 87	globalcitizen: 87	flüchtlinge: 83	seenotrettung: 78	asylumseekers: 67	seehofer: 61	
2019-10-09,629,123,136,refugees: 337	leavenoonebehind: 181	refugee: 98	refugeeswelcome: 95	iesogi: 83	globalcitizen: 83	syria: 68	turkey: 62	asylumseekers: 52	flüchtlinge: 41	
2019-10-10,677,136,141,refugees: 441	leavenoonebehind: 174	syria: 102	refugee: 101	erdogan: 89	turkey: 82	flüchtlinge: 73	refugeeswelcome: 70	eu: 63	iesogi: 55	
2019-10-11,645,113,124,refugees: 365	leavenoonebehind: 181	refugeeswelcome: 112	iesogi: 88	globalcitizen: 88	refugee: 86	turkey: 58	syria: 55	asylumseekers: 46	flüchtlinge: 44	
2019-10-12,366,93,71,refugees: 226	leavenoonebehind: 84	refugeeswelcome: 68	refugee: 53	syria: 46	flüchtlinge: 43	iesogi: 39	globalcitizen: 39	asylumseekers: 25	turkey: 23	
2019-10-13,346,104,63,refugees: 232	refugeeswelcome: 68	leavenoonebehind: 63	refugee: 60	flüchtlinge: 40	iesogi: 38	globalcitizen: 38	turkey: 24	syria: 24	immigration: 22	
2019-10-14,489,86,77,refugees: 294	leavenoonebehind: 110	refugee: 82	refugeeswelcome: 75	iesogi: 47	globalcitizen: 47	turkey: 40	syria: 35	eu: 25	migrants: 23	
2019-10-15,746,82,123,refugees: 386	leavenoonebehind: 206	refugeeswelcome: 175	refugee: 100	globalcitizen: 71	iesogi: 70	syria: 41	flüchtlinge: 38	turkey: 34	cleanhandsforall: 32	
2019-10-16,648,78,126,refugees: 362	leavenoonebehind: 178	refugeeswelcome: 123	refugee: 96	iesogi: 68	globalcitizen: 68	flüchtlinge: 41	migrants: 36	immigration: 32	syria: 29	
2019-10-17,632,104,136,refugees: 375	leavenoonebehind: 181	refugeeswelcome: 95	refugee: 92	flüchtlinge: 53	iesogi: 52	globalcitizen: 52	endpoverty: 38	turkey: 35	syria: 33	
2019-10-18,563,78,107,refugees: 332	leavenoonebehind: 138	refugeeswelcome: 93	refugee: 75	flüchtlinge: 42	syria: 40	iesogi: 37	globalcitizen: 37	migrants: 30	asylumseekers: 21	
2019-10-19,329,73,59,refugees: 198	refugeeswelcome: 80	leavenoonebehind: 58	refugee: 42	iesogi: 29	globalcitizen: 29	flüchtlinge: 26	bremen: 25	hb1910: 23	asylumseekers: 20	
2019-10-20,270,87,64,refugees: 183	refugeeswelcome: 50	flüchtlinge: 45	refugee: 42	leavenoonebehind: 42	iesogi: 26	globalcitizen: 26	syria: 19	migrants: 19	fluechtlinge: 16	
2019-10-21,480,99,93,refugees: 263	refugeeswelcome: 98	refugee: 88	leavenoonebehind: 78	asylumseekers: 44	iesogi: 38	globalcitizen: 38	flüchtlinge: 38	migration: 34	syria: 34	
2019-10-22,566,103,126,refugees: 346	leavenoonebehind: 121	refugeeswelcome: 106	refugee: 97	flüchtlinge: 53	asylumseekers: 45	iesogi: 36	globalcitizen: 36	migrants: 34	syria: 29	
2019-10-23,692,103,106,refugees: 370	refugeeswelcome: 150	leavenoonebehind: 130	refugee: 102	flüchtlinge: 56	asylumseekers: 49	iesogi: 43	globalcitizen: 43	migrants: 42	seenotrettung: 36	
2019-10-24,714,103,106,refugees: 364	leavenoonebehind: 140	refugeeswelcome: 137	refugee: 122	asylumseekers: 52	unday: 52	seenotrettung: 45	flüchtlinge: 44	migrants: 40	migration: 31	
2019-10-25,628,111,98,refugees: 348	refugeeswelcome: 124	refugee: 104	leavenoonebehind: 98	seenotrettung: 94	migrants: 47	asylumseekers: 37	syria: 36	flüchtlinge: 35	migration: 29	
2019-10-26,377,68,67,refugees: 182	refugeeswelcome: 110	seenotrettung: 70	leavenoonebehind: 42	refugee: 42	flüchtlinge: 29	alankurdi: 29	migrants: 28	asylumseekers: 26	immigration: 24	
2019-10-27,299,69,61,refugees: 186	refugeeswelcome: 62	refugee: 55	leavenoonebehind: 47	seenotrettung: 29	flüchtlinge: 26	migrants: 23	turkey: 19	eu: 17	humanrights: 16	
2019-10-28,491,84,104,refugees: 211	leavenoonebehind: 144	refugee: 104	refugeeswelcome: 93	iesogi: 75	globalcitizen: 75	flüchtlinge: 43	seenotrettung: 29	asylumseekers: 27	migration: 24	
2019-10-29,494,82,104,refugees: 268	leavenoonebehind: 109	refugee: 95	refugeeswelcome: 80	iesogi: 37	globalcitizen: 37	asylumseekers: 36	migration: 30	migrants: 26	seenotrettung: 26	
2019-10-30,612,155,142,refugees: 452	leavenoonebehind: 105	refugeeswelcome: 102	refugee: 94	seenotrettung: 57	asylumseekers: 50	iesogi: 46	globalcitizen: 46	capetown: 43	flüchtlinge: 42	
2019-10-31,580,113,110,refugees: 346	leavenoonebehind: 112	refugee: 102	refugeeswelcome: 88	flüchtlinge: 45	seenotrettung: 42	asylumseekers: 39	migrants: 35	iesogi: 35	globalcitizen: 35	
2019-11-01,469,65,111,refugees: 266	leavenoonebehind: 110	refugee: 87	refugeeswelcome: 76	iesogi: 49	globalcitizen: 49	flüchtlinge: 30	seenotrettung: 29	greece: 29	asylumseekers: 27	
2019-11-02,299,72,56,refugees: 169	refugeeswelcome: 71	refugee: 56	leavenoonebehind: 46	flüchtlinge: 30	seenotrettung: 20	iesogi: 19	globalcitizen: 19	asylumseekers: 18	migration: 18	
2019-11-03,331,111,77,refugees: 197	refugeeswelcome: 74	refugee: 66	flüchtlinge: 46	leavenoonebehind: 43	asylumseekers: 35	seenotrettung: 32	wirschaffendas: 26	migration: 21	iesogi: 19	
2019-11-04,492,102,104,refugees: 246	leavenoonebehind: 114	refugeeswelcome: 94	refugee: 89	iesogi: 51	globalcitizen: 51	asylumseekers: 49	flüchtlinge: 45	seenotrettung: 38	migration: 25	
2019-11-05,438,73,107,refugees: 238	leavenoonebehind: 110	refugee: 87	refugeeswelcome: 82	globalcitizen: 47	iesogi: 46	migrants: 26	flüchtlinge: 26	asylumseekers: 23	flüchtling: 19	
2019-11-06,528,88,95,refugees: 278	refugeeswelcome: 135	leavenoonebehind: 88	refugee: 85	flüchtlinge: 39	asylumseekers: 35	iesogi: 26	globalcitizen: 26	refugeecrisis: 23	greece: 22	
2019-11-07,523,81,101,refugees: 304	refugeeswelcome: 105	leavenoonebehind: 99	refugee: 95	flüchtlinge: 39	asylumseekers: 32	migrants: 27	iesogi: 24	globalcitizen: 24	turkey: 24	
2019-11-08,501,84,87,refugees: 247	leavenoonebehind: 138	refugeeswelcome: 94	refugee: 79	iesogi: 71	globalcitizen: 71	asylumseekers: 43	flüchtlinge: 41	migrants: 21	syria: 20	
2019-11-09,490,51,61,refugees: 205	leavenoonebehind: 180	iesogi: 144	globalcitizen: 144	refugeeswelcome: 98	refugee: 64	auspol: 30	asylumseekers: 23	savemedevac: 23	migrants: 22	
2019-11-10,346,106,61,refugees: 196	leavenoonebehind: 80	refugeeswelcome: 55	refugee: 51	auspol: 41	savemedevac: 39	flüchtlinge: 33	asylumseekers: 31	globalcitizen: 29	seenotrettung: 29	
2019-11-11,461,58,96,refugees: 237	leavenoonebehind: 152	refugee: 79	refugeeswelcome: 69	iesogi: 48	globalcitizen: 48	flüchtlinge: 29	migrants: 25	asylumseekers: 21	seenotrettung: 21	
2019-11-12,458,111,93,refugees: 221	leavenoonebehind: 144	refugee: 87	refugeeswelcome: 67	flüchtlinge: 61	iesogi: 31	globalcitizen: 31	education: 29	wirschaffendas: 26	asylumseekers: 24	
2019-11-13,541,72,104,refugees: 242	leavenoonebehind: 168	refugee: 92	refugeeswelcome: 83	asylumseekers: 50	iesogi: 32	globalcitizen: 32	flüchtlinge: 31	migrants: 30	icpd25: 25	
2019-11-14,623,88,118,refugees: 342	leavenoonebehind: 153	refugee: 101	refugeeswelcome: 94	asylumseekers: 79	iesogi: 52	globalcitizen: 51	manus: 36	flüchtlinge: 32	auspol: 30	
2019-11-15,568,133,92,refugees: 402	leavenoonebehind: 129	refugeeswelcome: 79	refugee: 62	asylumseekers: 49	flüchtlinge: 41	iesogi: 41	globalcitizen: 41	seenotrettung: 28	migrants: 27	
2019-11-16,305,66,54,refugees: 156	leavenoonebehind: 75	refugeeswelcome: 51	refugee: 45	asylumseekers: 40	iesogi: 35	globalcitizen: 35	flüchtlinge: 26	migrants: 21	immigration: 15	
2019-11-17,290,58,44,refugees: 159	leavenoonebehind: 55	refugeeswelcome: 55	asylumseekers: 44	refugee: 43	flüchtlinge: 24	auspol: 20	iesogi: 16	globalcitizen: 16	rohingya: 13	
2019-11-18,505,63,86,refugees: 267	leavenoonebehind: 122	refugeeswelcome: 85	refugee: 85	asylumseekers: 52	worldtoiletday: 34	iesogi: 26	globalcitizen: 26	migration: 23	migrants: 20	
2019-11-19,979,105,144,leavenoonebehind: 485	refugees: 294	worldtoiletday: 270	refugeeswelcome: 127	asylumseekers: 116	refugee: 91	saveasylum: 77	flüchtlinge: 62	ge2019: 54	sdg6: 49	
2019-11-20,671,79,100,refugees: 302	leavenoonebehind: 189	refugee: 109	refugeeswelcome: 101	worldchildrensday: 73	asylumseekers: 70	flüchtlinge: 46	crc30: 33	immigration: 33	globalcitizen: 32	
2019-11-21,699,82,101,refugees: 325	refugeeswelcome: 169	leavenoonebehind: 136	refugee: 117	asylumseekers: 76	migrants: 50	immigration: 43	flüchtlinge: 43	migration: 34	greece: 25	
2019-11-22,536,76,89,refugees: 269	leavenoonebehind: 116	refugee: 90	refugeeswelcome: 87	asylumseekers: 72	immigration: 43	flüchtlinge: 34	migration: 31	migrants: 29	seenotrettung: 23	
2019-11-23,312,65,51,refugees: 150	refugeeswelcome: 72	leavenoonebehind: 54	refugee: 49	asylumseekers: 44	immigration: 30	migrants: 24	flüchtlinge: 20	iesogi: 17	globalcitizen: 17	
2019-11-24,332,94,54,refugees: 191	refugeeswelcome: 77	refugee: 61	asylumseekers: 43	flüchtlinge: 37	leavenoonebehind: 35	immigration: 29	migrants: 26	wirschaffendas: 21	seenotrettung: 20	
2019-11-25,500,67,91,refugees: 224	refugee: 132	leavenoonebehind: 123	refugeeswelcome: 90	asylumseekers: 42	flüchtlinge: 41	iesogi: 28	globalcitizen: 28	migrants: 20	orangetheworld: 20	
2019-11-26,529,70,120,refugees: 312	leavenoonebehind: 111	refugee: 103	refugeeswelcome: 81	asylumseekers: 55	kaldor19: 37	immigration: 27	flüchtlinge: 26	auspol: 24	journeystobelonging: 22	
2019-11-27,480,91,96,refugees: 297	leavenoonebehind: 94	refugee: 92	refugeeswelcome: 60	flüchtlinge: 47	asylumseekers: 40	auspol: 21	medevac: 20	migrants: 18	immigration: 18	
2019-11-28,487,91,102,refugees: 263	refugee: 113	leavenoonebehind: 108	refugeeswelcome: 80	flüchtlinge: 39	asylumseekers: 38	migrants: 25	seenotrettung: 24	thanksgiving: 22	immigrants: 22	
2019-11-29,383,75,56,refugees: 194	leavenoonebehind: 99	refugeeswelcome: 71	refugee: 59	flüchtlinge: 21	wirschaffendas: 18	seenotrettung: 16	asylumseekers: 15	iesogi: 15	globalcitizen: 15	
2019-11-30,273,40,59,refugees: 163	refugee: 57	refugeeswelcome: 50	leavenoonebehind: 44	flüchtlinge: 23	asylumseekers: 12	immigration: 11	syria: 10	uk: 10	iesogi: 10	
2019-12-01,331,79,45,refugees: 174	leavenoonebehind: 94	refugee: 58	refugeeswelcome: 40	flüchtlinge: 37	asylumseekers: 24	worldaidsday: 22	migrants: 21	seenotrettung: 16	iesogi: 15	
2019-12-02,441,78,100,refugees: 272	leavenoonebehind: 110	refugee: 72	refugeeswelcome: 50	flüchtlinge: 44	migrants: 32	asylumseekers: 29	auspol: 28	seenotrettung: 26	migration: 22	
2019-12-03,1101,79,105,leavenoonebehind: 533	refugees: 398	givingtuesday: 168	refugeeswelcome: 134	refugee: 125	idpd: 94	idpd2019: 86	sdgs: 43	flüchtlinge: 39	idpwd: 37	
2019-12-04,763,140,155,refugees: 488	leavenoonebehind: 175	auspol: 129	medevac: 119	refugeeswelcome: 113	refugee: 104	asylumseekers: 93	flüchtlinge: 55	nauru: 37	manus: 35	
2019-12-05,629,68,125,refugees: 321	leavenoonebehind: 226	refugee: 88	refugeeswelcome: 82	twendekazinasdgs: 56	asylumseekers: 49	sdgs: 48	flüchtlinge: 40	sdgskenya: 38	auspol: 35	
2019-12-06,513,48,107,refugees: 243	leavenoonebehind: 169	refugee: 93	refugeeswelcome: 70	asylumseekers: 35	seenotrettung: 31	twendekazinasdgs: 27	flüchtlinge: 25	sdgs: 24	iesogi: 23	
2019-12-07,269,56,47,refugees: 153	leavenoonebehind: 69	refugeeswelcome: 59	refugee: 34	asylumseekers: 17	immigration: 16	iesogi: 14	globalcitizen: 14	auspol: 13	migrants: 12	
2019-12-08,303,102,64,refugees: 184	leavenoonebehind: 69	refugeeswelcome: 61	refugee: 51	flüchtlinge: 39	remigration: 20	wirschaffendas: 18	augsburg: 18	immigration: 16	asylumseekers: 16	
2019-12-09,562,106,75,refugees: 329	leavenoonebehind: 120	refugee: 112	refugeeswelcome: 87	flüchtlinge: 42	asylumseekers: 30	christmas: 23	migrants: 22	migration: 22	immigration: 20	
2019-12-10,823,86,122,refugees: 381	leavenoonebehind: 253	humanrightsday: 152	refugeeswelcome: 141	refugee: 141	endstigmaug: 62	humanrights: 43	migrants: 43	standup4humanrights: 38	humanrightsday2019: 32	
2019-12-11,509,84,97,refugees: 317	refugee: 114	leavenoonebehind: 99	refugeeswelcome: 69	flüchtlinge: 46	rohingya: 27	migration: 22	healthforall: 21	migrants: 19	asylumseekers: 18	
2019-12-12,652,74,91,leavenoonebehind: 299	refugees: 269	healthforall: 187	uhcday: 165	keepthepromise: 113	refugee: 102	refugeeswelcome: 61	uhc: 39	uhcday2019: 32	asylumseekers: 25	
2019-12-13,433,74,81,refugees: 251	refugeeswelcome: 82	leavenoonebehind: 80	refugee: 79	flüchtlinge: 29	healthforall: 23	asylumseekers: 23	wirschaffendas: 17	refugeeforum: 16	immigration: 15	
2019-12-14,329,69,51,refugees: 178	refugeeswelcome: 71	refugee: 53	seenotrettung: 32	flüchtlinge: 31	leavenoonebehind: 29	standwithrefugees: 22	turkey: 19	standwithiraqirefugees: 16	asylumseekers: 12	
2019-12-15,284,77,48,refugees: 193	refugee: 69	refugeeswelcome: 39	flüchtlinge: 34	seenotrettung: 27	usa: 26	resettlement: 26	canada: 23	iranianrefugeesinturkey: 22	resettlement4iranian: 22	
2019-12-16,735,96,124,refugees: 531	refugeeforum: 247	refugee: 174	leavenoonebehind: 74	refugeeswelcome: 73	globalrefugeeforum: 54	flüchtlinge: 49	everyonecounts: 48	migration: 30	withrefugees: 28	
2019-12-17,937,120,126,refugees: 674	refugeeforum: 269	refugee: 198	refugeeswelcome: 135	leavenoonebehind: 79	flüchtlinge: 65	globalrefugeeforum: 58	everyonecounts: 50	migrants: 39	unhcr: 38	
2019-12-18,902,137,127,refugees: 566	refugee: 214	refugeeforum: 203	refugeeswelcome: 116	migrants: 90	leavenoonebehind: 85	migrantsday: 85	flüchtlinge: 81	asylumseekers: 63	internationalmigrantsday: 56	
2019-12-19,516,99,103,refugees: 311	refugee: 118	leavenoonebehind: 89	refugeeswelcome: 77	flüchtlinge: 36	refugeeforum: 34	seenotrettung: 33	humanrights: 31	migrants: 29	asylumseekers: 21	
2019-12-20,516,91,76,refugees: 290	refugeeswelcome: 104	leavenoonebehind: 95	refugee: 93	flüchtlinge: 33	immigration: 26	asylumseekers: 23	refugeeforum: 23	migrants: 19	migration: 19	
2019-12-21,368,102,59,refugees: 228	refugeeswelcome: 101	refugee: 84	leavenoonebehind: 50	flüchtlinge: 33	islam: 25	refugeesnotwelcome: 25	merkel: 25	islamismus: 23	islamicterrorism: 23	
2019-12-22,309,140,60,refugees: 192	flüchtlinge: 79	refugeeswelcome: 70	refugee: 57	habeck: 38	leavenoonebehind: 30	fluechtlinge: 27	griechenland: 22	syria: 21	asylumseekers: 21	
2019-12-23,639,270,99,refugeeswelcome: 401	refugees: 229	flüchtlinge: 146	habeck: 117	refugee: 76	fluechtlinge: 69	leavenoonebehind: 53	griechenland: 45	asylumseekers: 27	weihnachten: 25	
2019-12-24,410,106,72,refugees: 214	refugeeswelcome: 113	refugee: 66	flüchtlinge: 59	leavenoonebehind: 46	habeck: 38	fluechtlinge: 38	seenotrettung: 28	christmas: 25	seehofer: 25	
2019-12-25,369,128,64,refugees: 221	flüchtlinge: 105	refugeeswelcome: 69	refugee: 47	christmas: 38	seenotrettung: 33	fluechtlinge: 29	leavenoonebehind: 25	asylumseekers: 18	immigrants: 18	
2019-12-26,310,121,63,refugees: 173	refugeeswelcome: 71	flüchtlinge: 66	refugee: 60	leavenoonebehind: 51	fluechtlinge: 25	immigration: 18	asylumseekers: 17	migration: 16	eu: 15	
2019-12-27,257,124,56,refugees: 153	flüchtlinge: 72	refugee: 60	refugeeswelcome: 52	leavenoonebehind: 30	fluechtlinge: 18	seenotrettung: 18	immigration: 17	syria: 15	migrants: 15	
2019-12-28,235,87,55,refugees: 141	leavenoonebehind: 43	refugee: 42	flüchtlinge: 41	refugeeswelcome: 40	iesogi: 22	globalcitizen: 22	seenotrettung: 21	syria: 19	immigration: 13	
2019-12-29,233,74,45,refugees: 158	refugee: 37	refugeeswelcome: 36	flüchtlinge: 32	leavenoonebehind: 25	humanrights: 20	iranianrefugeesinturkey: 20	resettlement4iranian: 19	seenotrettung: 18	fluechtlinge: 17	
2019-12-30,303,72,72,refugees: 187	refugeeswelcome: 78	refugee: 43	leavenoonebehind: 35	flüchtlinge: 31	seenotrettung: 19	immigration: 19	asylumseekers: 19	syria: 15	standwithrefugees: 13	
2019-12-31,341,71,57,refugees: 199	refugeeswelcome: 70	refugee: 52	leavenoonebehind: 52	flüchtlinge: 26	migrants: 19	asylumseekers: 17	christians: 17	immigration: 16	humanrights: 15	
2020-01-01,194,57,39,refugees: 131	refugeeswelcome: 50	flüchtlinge: 22	refugee: 21	leavenoonebehind: 21	seenotrettung: 11	asylumseekers: 10	migrants: 10	remigration: 10	australia: 10	
2020-01-02,326,70,75,refugees: 220	refugeeswelcome: 75	refugee: 50	leavenoonebehind: 46	flüchtlinge: 26	asylumseekers: 25	immigration: 21	syria: 18	sdgs: 17	turkey: 15	
2020-01-03,286,72,54,refugees: 197	refugeeswelcome: 55	refugee: 55	leavenoonebehind: 25	asylumseekers: 24	auspol: 22	flüchtlinge: 22	immigration: 18	seenotrettung: 13	migration: 12	
2020-01-04,305,95,61,refugees: 195	seenotrettung: 74	refugeeswelcome: 72	refugee: 42	leavenoonebehind: 29	flüchtlinge: 22	ekd: 22	auspol: 20	bedfordstrohm: 17	migration: 15	
2020-01-05,278,86,51,refugees: 173	seenotrettung: 69	refugeeswelcome: 68	refugee: 42	flüchtlinge: 26	kurz: 19	asylumseekers: 19	leavenoonebehind: 17	migrants: 16	immigration: 15	
2020-01-06,351,81,61,refugees: 226	refugeeswelcome: 83	refugee: 69	seenotrettung: 34	flüchtlinge: 31	leavenoonebehind: 28	immigration: 20	migrants: 20	migration: 17	asylumseekers: 16	
2020-01-07,486,89,93,refugees: 264	seenotrettung: 140	refugeeswelcome: 93	refugee: 66	leavenoonebehind: 59	lifeline: 39	flüchtlinge: 32	asylumseekers: 31	migrants: 25	immigration: 24	
2020-01-08,497,98,99,refugees: 283	refugeeswelcome: 143	refugee: 90	seenotrettung: 74	leavenoonebehind: 47	immigration: 39	flüchtlinge: 31	migrants: 24	migration: 22	asylumseekers: 20	
2020-01-09,472,89,89,refugees: 301	refugeeswelcome: 105	refugee: 93	leavenoonebehind: 45	seenotrettung: 35	flüchtlinge: 30	migrants: 29	asylumseekers: 24	immigration: 18	brexit: 13	
2020-01-10,547,129,87,refugees: 339	refugeeswelcome: 155	refugee: 96	seenotrettung: 67	leavenoonebehind: 46	texas: 41	flüchtlinge: 34	migrants: 21	immigration: 20	asylumseekers: 16	
