date,id,text,prediction,hashtags
2020-07-17,1284192376731443200,"@faznet Wessen Wahrheit?
#Macron
#ERP
#Eurobonds
#EU",2,"['macron', 'erp', 'eurobonds', 'eu']"
2020-07-17,1284053250862350337,@EinAugenschmaus @RegSprecher Alles Gute zum Geburtstag 🎂 🎈 🎁 an unsere Frau Merkel. Sie hat sehr viel gemeistert. #Fluechtlingskrise #Bankenkrise #Eurokrise #ArabischerFrühling etc. Die #Coronakrise jedoch haben @Markus_Soeder @ManuelaSchwesig @OlafScholz @jensspahn u. @TschenPe  gemeistert.,1,"['fluechtlingskrise', 'bankenkrise', 'eurokrise', 'arabischerfrühling', 'coronakrise']"
2020-07-17,1284042188721205248,Seh ich auch so. #MerkelMussWeg #Merkel #MerkelGate #Eurokrise #schuldenunion https://twitter.com/DrDavidBerger/status/1284022553586139136,1,"['merkelmussweg', 'merkel', 'merkelgate', 'eurokrise', 'schuldenunion']"
2020-07-17,1284049329519558656,"Mir ist es nicht verständlich wie lange man solche Ungleichgewichte aufrechterhalten kann.

#Wirtschaft #eurokrise #COVID__19 https://twitter.com/marcfriedrich7/status/1284005349683585024",2,"['wirtschaft', 'eurokrise', 'covid__19']"
2020-07-17,1284169845114834944,"@sebastiankurz So what you basically mean is: A non-permanent #TransferUnion could be agreed upon. 
Which time frame suits you: 15 years?",2,['transferunion']
2020-07-18,1284420562169847808,"@sebastiankurz Als Deutscher drücke ich Ihnen für Ihre Verhandlungsposition fest die Daumen. Leider scheint Frau Merkel eine künftige  #schuldenunion billigend in Kauf zu nehmen. Solidarität ist wichtig, aber mit Augenmaß und wirksamen Kontrollmechanismen.",1,['schuldenunion']
2020-07-18,1284491230467022848,"@FAZ_Finance @sebastiankurz Tu felix Austria - #Österreich hat eindeutig den besseren Kanzler! Sebastian #Kurz vertritt immerhin auch deutsche Interessen in Brüssel - das wäre eigentlich Merkels Aufgabe. Angeblicher ""#Wiederaufbau"" auf Kosten der deutschen Steuerzahler wird in Wahrheit: #EU-#Transferunion",1,"['österreich', 'kurz', 'wiederaufbau', 'eu', 'transferunion']"
2020-07-18,1284482353780404224,"@HendrikKafsack @faznet @sebastiankurz Tu felix Austria! Österreich hat eindeutig den besseren Kanzler: Sebastian Kurz vertritt immerhin auch deutsche Interessen in Brüssel - das wäre eigentlich Merkels Aufgabe. ""#Wiederaufbau"" auf Kosten der deutschen Steuerzahler. #EU-#Transferunion",1,"['wiederaufbau', 'eu', 'transferunion']"
2020-07-18,1284359071265705984,Die Gesamtsumme der Corona-Hilfen von 750 Milliarden Euro soll als gemeinsame Schulden der Mitgliedstaaten von der EU-Kommission an den Finanzmärkten aufgenommen werden. #Schuldenunion  https://www.welt.de/politik/ausland/article211837827/EU-Gipfel-Zwei-Laender-wehren-sich-gegen-Corona-Hilfen-als-Zuschuesse.html,2,['schuldenunion']
2020-07-18,1284477333743828994,"„... aber wir haben auch die Interessen der deutschen Steuerzahler im Blick.”
Na, von wem hört hier so eine Aussage aus den #groko-Reihen? #Schuldenunion #Merkel https://twitter.com/sebastiankurz/status/1284230785151762433",1,"['groko', 'schuldenunion', 'merkel']"
2020-07-18,1284482555148894214,"@sebastiankurz Tu felix Austria! Österreich hat eindeutig den besseren Kanzler: Sebastian Kurz vertritt immerhin auch deutsche Interessen in Brüssel - das wäre eigentlich Merkels Aufgabe. ""#Wiederaufbau"" auf Kosten der deutschen Steuerzahler. #EU-#Transferunion",1,"['wiederaufbau', 'eu', 'transferunion']"
2020-07-18,1284495299050971136,"@DrPfiffikus @sebastiankurz Tu felix Austria - #Österreich hat eindeutig den besseren Kanzler! Sebastian #Kurz vertritt immerhin auch deutsche Interessen in Brüssel - das wäre eigentlich Merkels Aufgabe. Angeblicher ""#Wiederaufbau"" auf Kosten der deutschen Steuerzahler wird in Wahrheit: #EU-#Transferunion",1,"['österreich', 'kurz', 'wiederaufbau', 'eu', 'transferunion']"
2020-07-18,1284490123690868736,"@EmmaPeel_Knight @sebastiankurz Tu felix Austria - #Österreich hat eindeutig den besseren Kanzler! Sebastian #Kurz vertritt immerhin auch deutsche Interessen in Brüssel - das wäre eigentlich Merkels Aufgabe. Angeblicher ""#Wiederaufbau"" auf Kosten der deutschen Steuerzahler wird in Wahrheit: #EU-#Transferunion",1,"['österreich', 'kurz', 'wiederaufbau', 'eu', 'transferunion']"
2020-07-18,1284411336429047808,Die #Kommentare unter dem #Tweet sprechen für sich! Die #Verträge zur #Europäischen Gemeinschaft verbieten eine #Schuldenunion! Und dies aus gutem #Grund! https://twitter.com/sebastiankurz/status/1284230785151762433,1,"['kommentare', 'tweet', 'verträge', 'europäischen', 'schuldenunion', 'grund']"
2020-07-18,1284589909131628545,"Mit aller Gewalt gen #Schuldenunion - koste es (deutsche #Steuerzahler), was wolle.
#EUGipfel #EUCO #EUSummit #EU #AbMerkeln https://twitter.com/BuchheitMarkus/status/1284511345233321984",1,"['schuldenunion', 'steuerzahler', 'eugipfel', 'euco', 'eusummit', 'eu', 'abmerkeln']"
2020-07-18,1284346180089139201,"Wenn der #Bundeskanzler umschreibt,dass er zustimmt,dass der Art. 125 AEUV (no-Bail-out) fällt und die Österreicher für die #Schulden anderer Staaten aufkommen werden,umschreibt sein #KommTeam es so 👇🏻#Geschichtenerzähler #lestesgenau #türkis und #umfaller #schuldenunion 👇🏻 https://twitter.com/sebastiankurz/status/1284230785151762433",1,"['bundeskanzler', 'schulden', 'kommteam', 'geschichtenerzähler', 'lestesgenau', 'türkis', 'umfaller', 'schuldenunion']"
2020-07-18,1284562590841090051,@511809scotbusi1 @SarahScb In 280 letters?? Where to start? Major #austerity + loss of powers + a bad deal to join #EU Scottish fin sector (and others) will relocate to #UK. The “brain drain” will accelerate A Scottish currency will devalue against the GBP = inflation. &amp; 60% of trade is with #UnitedKingdom,2,"['austerity', 'eu', 'uk', 'unitedkingdom']"
2020-07-18,1284610120027185153,"Die Briten haben richtig Schwein gehabt; wären sie noch in der #EU wären sie ruckzuck 100 Mrd Euro los... für nichts... Dies haben sie sich in vorausschauender Weisheit erspart, im wahrsten Sinne des Wortes #Schuldenunion",1,"['eu', 'schuldenunion']"
2020-07-18,1284459937054302208,"Vermutlich haben noch nie so viele Deutsche einem österreichischen Kanzler Verhandlungserfolg gewünscht...
👍

#EU
#Schuldenunion https://twitter.com/sebastiankurz/status/1284230785151762433",1,"['eu', 'schuldenunion']"
2020-07-18,1284421489039683585,"Während heute Nacht #EU27 Gipfel zu #NextGenerationEU vertagt wurde, verging wieder eine Nacht in #Moria, in der sich Tausende vergessen und verloren fühlten. #EUSolidarity: Nicht nur zwischen #EU Ländern wichtig, sondern auch mit Menschen dort! #LeaveNoOneBehind
#PulseofEurope https://twitter.com/tdh_de/status/1283048329887309828",0,"['eu27', 'nextgenerationeu', 'moria', 'eusolidarity', 'eu', 'leavenoonebehind', 'pulseofeurope']"
2020-07-19,1284806862320402434,"#EU #RecoveryFund #Rettungskredite #vdL #Merkel #Euro #Schuldenunion #Transferunion #EZB #Brüssel #CDU #CSU #AfD

""Das wüssten die aber, die mittleren #Angestellten und #Facharbeiter mit gutem Lohn, dass die #SPD sich vorwiegend um sie kümmert!"" 😈😂

https://www.tichyseinblick.de/kolumnen/blackbox/blackbox-kw-29-little-fires-everywhere-feuer-unterm-dach/",1,"['eu', 'recoveryfund', 'rettungskredite', 'vdl', 'merkel', 'euro', 'schuldenunion', 'transferunion', 'ezb', 'brüssel', 'cdu', 'csu', 'afd', 'angestellten', 'facharbeiter', 'spd']"
2020-07-19,1284747156939776006,"@StefanLeifert Ist ja keine #Schuldenunion, wir sollen den linken Geldverschwendern das Geld schenken.",1,['schuldenunion']
2020-07-19,1284743376311586816,Guten Morgen. #EUGipfel verdeutlicht: es geht um #Geld und nur darum. Nicht um #Werte schon gar nicht die Steigerung des #Wohlstands durch #Investitionen - es geht um die #Umverteilung durch bedingungslose #Transferunion - ungerecht&amp;wirkungslos. #EU &amp; #Euro brauchen #Neustart 👇 https://twitter.com/thinkBTO/status/1284000834095898624,1,"['eugipfel', 'geld', 'werte', 'wohlstands', 'investitionen', 'umverteilung', 'transferunion', 'eu', 'euro', 'neustart']"
2020-07-19,1284781652951040001,"Flat for four Polish migrant workers in the Reich... Germany i mean.
#reich #Germany #Deutschland #slavelabour #Poland #EUSolidarity",0,"['reich', 'germany', 'deutschland', 'slavelabour', 'poland', 'eusolidarity']"
2020-07-19,1284787124370321408,"@TomMayerEuropa Sie (die4) sind einfach nur populistisch.

Sie wissen, dass ihre Behauptungen, va von @sebastiankurz (#Schuldenunion), falsch sind, stellen Forderungen, die schon Bestandteil des Plans sind und werden am Ende sich selbst feiernd, weil ein Beistrich hinzukam, zustimmen.",1,['schuldenunion']
2020-07-19,1284733014707187713,"@StefanLeifert Sie behaupten ernsthaft, niemand wolle die #Schuldenunion?

Welche Agenda haben Sie?",1,['schuldenunion']
2020-07-19,1284806153411715072,"Das darf nicht heißen, dass die Bürger und Bürgerinnen auf eine #Schuldenunion  mit Frankreich 🇫🇷 hoffen dürfen! Der Ursprüngliche Gedanke 💭 war nicht eine Verallgemeinerung der Schulden sondern der Erhalt des Friedens in #Europa. #Disziplin #Sparsamkeit #Deutschementalität ✌️☝️ https://twitter.com/D_Botschafter/status/1284739643175567360",0,"['schuldenunion', 'europa', 'disziplin', 'sparsamkeit', 'deutschementalität']"
2020-07-19,1284867921391620096,"@lauramarbot @el_pais Germany wants everybody else to be the Central Bank of the euro - except the actual Central bank of the Euro itself; the ECB. THAT is the problem, not ""the frugal 4"" #euco #svpol https://www.ft.com/content/a1beda5e-5c2d-429e-a095-27728ed2d72b #MerkelMercantilism #Austerity #eurozone",1,"['euco', 'svpol', 'merkelmercantilism', 'austerity', 'eurozone']"
2020-07-19,1284715063014817794,"#gutenmorgen #Freunde #CDU #CSU #SPD #AFP #BRD #ARD #ZDF #DEUTSCHLAND #Fiasco #derUntergang #Dexit #Frexit #Nexit #eurobonds #COVIDIOTS Netherlands #MTVHottest #AmEnde #ShameonYou #Merkel #vonderleyen @EU_Commission @EUparlement
#EUSummit #eucouncil #EUtop",2,"['gutenmorgen', 'freunde', 'cdu', 'csu', 'spd', 'afp', 'brd', 'ard', 'zdf', 'deutschland', 'fiasco', 'deruntergang', 'dexit', 'frexit', 'nexit', 'eurobonds', 'covidiots', 'mtvhottest', 'amende', 'shameonyou', 'merkel', 'vonderleyen', 'eusummit', 'eucouncil', 'eutop']"
2020-07-19,1284774509363552257,"Merkel &amp; Macron wollen #EU in einen #Schuldenunion umwandeln.
Die sparsamen Vier halten dagegen.
Merkel: wenn Sie dagegen halten, ist das nicht mehr mein Europa.
Die internationale Medien: Buh! Kurz und Rutte sind Populisten!
#RecoveryFund #EUGipfel",1,"['eu', 'schuldenunion', 'recoveryfund', 'eugipfel']"
2020-07-19,1284846928690380800,"#EU
Irgendwer muss unserem Kanzler #Kurz und #Rutte sagen, dass Kredite eine Form von Verschuldung ist. Sie wirken nicht sehr glaubwürdig, wenn sie Kredite gegen ""#Schuldenunion"" argumentieren.",1,"['eu', 'kurz', 'rutte', 'schuldenunion']"
2020-07-19,1284936128110440449,"Der sparsame un #kaputte  #Kurz
#ÖVP #Schuldenunion",2,"['kaputte', 'kurz', 'övp', 'schuldenunion']"
2020-07-19,1284743929724899329,"1 öster. Steuerzahlerin an Kanzler @sebastiankurz:

Vergessen Sie Ihre #Schuldenunion. Wir stehen kurz davor, eine sich selbst verstärkende #Klimakrise auszulösen. Wenn Sie sich für die #NextGeneration interessieren, dann müssen Sie jetzt solidarisch handeln! #RecoveryFund #EUCO https://twitter.com/sebastiankurz/status/1284230785151762433",0,"['schuldenunion', 'klimakrise', 'nextgeneration', 'recoveryfund', 'euco']"
2020-07-19,1284666089989795840,"While EU leaders squabble, the Elephant in the Room remains unnoticed via @yanisvaroufakis 
https://www.yanisvaroufakis.eu/2020/07/18/while-eu-leaders-squabble-the-elephant-in-the-room-remains-unnoticed/ #Yanis Varoufakis #EU #auspol #austerity",2,"['yanis', 'eu', 'auspol', 'austerity']"
2020-07-19,1284781664003067904,"@BILD Tu felix Austria - #Österreich hat eindeutig den besseren Kanzler! Sebastian #Kurz vertritt immerhin auch deutsche Interessen in Brüssel - das wäre eigentlich Merkels Aufgabe. Angeblicher ""#Wiederaufbau"" auf Kosten der deutschen Steuerzahler wird in Wahrheit: #EU-#Transferunion",1,"['österreich', 'kurz', 'wiederaufbau', 'eu', 'transferunion']"
2020-07-20,1285311802042195971,"Weiß jemand, wieviel Schulden ein Staat selbst, zuzüglich überstaatlich vergemeinschafteter Schulden machen kann, ohne das es für die nächsten Generationen gefährlich wird? #EUGipfel #Eurobonds",1,"['eugipfel', 'eurobonds']"
2020-07-20,1285190145025683458,#EUGipfel mit #Schuldenunion muss unbedingst verhindert werden. Unterstützt die 'Intelligente Fünf'. Unkontrollierte &amp; Ungerechtfertigte Ausgabe von Unterstützung ist das Ende der EU. @cducsubt @fdpbt Vielleicht gibt es hier @spdbt  auch noch einige bei Verstand. https://twitter.com/KGSturm/status/1285181428758654976,1,"['eugipfel', 'schuldenunion']"
2020-07-20,1285128380166348802,#eurobonds already exist since the #ECB is the collaborative bank of all #EU member states and has been buying a lot of bonds of its members #QE,2,"['eurobonds', 'ecb', 'eu', 'qe']"
2020-07-20,1285118135587274758,Warum soll man auch sparsam mit dem Geld der Steuerzahler umgehen? Das ist geradezu abwegig. Deutschland ist ein reiches Land. #Steuererhöhungen #Schuldenunion   https://www.spiegel.de/politik/ausland/corona-eu-gipfel-angela-merkel-und-emmanuel-macron-sind-genervt-von-den-sparsamen-vier-a-207b46a6-8be3-4dd1-93fc-c82eae6dbd1d via @derspiegel,1,"['steuererhöhungen', 'schuldenunion']"
2020-07-20,1285203026710540288,"@guyverhofstadt #Transferunion wanted! 
""Shut your mouth little one, and pay, when we say "".",1,['transferunion']
2020-07-20,1285147998859563008,"@NZZ @CGSchmutz @nzzwirtschaft Die «Sparsamen Vier» drängen vehement auf weniger Zuschüsse.
Der #US-Ableger der sizilianischen #cosanostra soll sauer gewesen sein.
#EUGipfel #Schuldenunion #Wiederaufbaufonds",1,"['us', 'cosanostra', 'eugipfel', 'schuldenunion', 'wiederaufbaufonds']"
2020-07-20,1285140856589213696,"Sorry, aber wir merke es ja bis heute: Es geht nur um Geld, eine Milliarde Umverteilung in eine #Transferunion. Die  Lösung von Problemen spielt da keine Rolle!!! Leider !!! https://twitter.com/ulrikeguerot/status/1284130324230832133",1,['transferunion']
2020-07-20,1285140346708660224,"Egal wie groß das Geldgeschenk an den Süden der #EU auch sein wird - große Innovationen und Produktionsstätten wird es dort kaum hervorbringen. Es droht sogar die Gefahr, dass das Steuergeld letztlich an Firmen aus Asien wandert.
#EUGipfel #Schuldenunion 

https://www.achgut.com/artikel/der_elefant_im_bruesseler_verhandlungsraum",1,"['eu', 'eugipfel', 'schuldenunion']"
2020-07-20,1285350283044884484,"@nulleberg Das ist aber nicht sehr liberal, die dazu zwingen zu wollen. ;-) Es würde eine echte #Gewaltenteilung helfen, ein Gericht, dass es der Regierung einfach verbietet. Zumindest insoweit wie es in die #Schuldenunion führt und dadurch alle Anreize abschafft gut zu wirtschaften. #EU",1,"['gewaltenteilung', 'schuldenunion', 'eu']"
2020-07-20,1285237404698324992,"@TichysEinblick Und falls man es selbst nicht weiß - Google weiß es besser: Geben Sie als Suchbegriff „#Coronabonds“ ein, fragt die Suchmaschine automatisch nach: „Meinten Sie #Schuldenunion?“ Wie gut, dass #Google für uns mitdenkt - zumindest, wenn wir hingucken! #Merkel #Macron #Weber #Lagarde",2,"['coronabonds', 'schuldenunion', 'google', 'merkel', 'macron', 'weber', 'lagarde']"
2020-07-20,1285282070189625345,"Die #MSM wollen uns weismachen, dass trotz Steuern und Abgaben in Rekordhöhe, dem deutschen Mieter die jetzt kommenden #Steuererhöhungen leichter fallen als dem spanischen Hausbesitzer. 

#Schuldenunion #EUGipfel #AusverkaufDeutschland #Umverteilung

https://www.focus.de/12228950",1,"['msm', 'steuererhöhungen', 'schuldenunion', 'eugipfel', 'ausverkaufdeutschland', 'umverteilung']"
2020-07-20,1285162906171170816,"@ZDFheute #Asselborn aus Steueroase #Luxembourg sollte einfach nur den Mund halten.
#Eurobonds",1,"['asselborn', 'luxembourg', 'eurobonds']"
2020-07-20,1285353290281123843,"@Franke_FDP Wenn #Corona nicht von allein gekommen wäre,
hätte es aus Sicht der etabl. #Parteien erfunden werden müssen!
Damit begründet man nun, mit Hilfe der #Medien, alles!👇

#Rettungskredite
#Schuldenunion
#Transferunion
#Target2 
#Steuererhöhungen
#...",1,"['corona', 'parteien', 'medien', 'rettungskredite', 'schuldenunion', 'transferunion', 'target2', 'steuererhöhungen']"
2020-07-20,1285340005557313543,"@GCFleischmann Ja aber Herr Fleischmann, hat der Bundesksnzler nicht versprochen, dass es mit ihm keine #Schuldenunion geben wird? 

Warum kommt sie denn jetzt trotzdem, die Schuldenunion? 

Können Sie mir das sagen?",1,['schuldenunion']
2020-07-20,1285174014026100738,"Coronavirus: the European Commission agrees to the reprogramming of more than €618 million in Cohesion policy funding to overcome the effects of the pandemic in Poland. 👉 https://europa.eu/!Kr46FQ

🇪🇺🤝🇵🇱 #EUinmyRegion #EUSolidarity",0,"['euinmyregion', 'eusolidarity']"
2020-07-21,1285574091743858688,Now the EU debt and transfer union is agreed Article 50 will have to be changed or got rid of as it allows nations to walk away free of liabilities (UK chose not to). #EU #EUCO #Eurobonds #Article50,0,"['eu', 'euco', 'eurobonds', 'article50']"
2020-07-21,1285473230917193729,Die Kanzlerin berät sich sicher noch etwas weiter. Wie sie den dummen Deutschen die #Schuldenunion als Erfolg verkaufen kann. #EUGipfel,1,"['schuldenunion', 'eugipfel']"
2020-07-21,1285677238793445376,Lügen haben kurze Beine (und neuerdings kleine Rauten). #EUCO #Schuldenunion,2,"['euco', 'schuldenunion']"
2020-07-21,1285539043909009410,"@welt Das bezeichnet man wohl als ""Pyrrhussieg"", der mit dem Einstieg in die europäische #Schuldenunion teuer erkauft wurde.",1,['schuldenunion']
2020-07-21,1285460908609802240,#Schuldenunion ... RT GESCHAFFT! @BILD https://www.bild.de/politik/2020/politik/liveticker-zum-eu-beschliesst-corona-hilfspaket-ueber-750-milliarden-euro-71966746.bild.html,1,['schuldenunion']
2020-07-21,1285484634025984012,"@markuspreiss Wenn Politiker #Rechtsbruch noch beklatschen und kein #Journalist dem widerspricht - welch trauriger Tag für die #Demokratie! Nun gibt es sie also, die #Schuldenunion, die im Vertrag von #Lissabon ausgeschlossen wurde! Ich schäme mich für diese Kanzlerin und einmal mehr für #ÖRR",1,"['rechtsbruch', 'journalist', 'demokratie', 'schuldenunion', 'lissabon', 'örr']"
2020-07-21,1285450344315736064,"Das klingt alles so unheimlich nett und ehrenhaft, aber die EU begibt sich - und all ihre Mitbürger - in eine so krasse Abhängigkeit von Banken (Wer leiht der EU den 1.8 Bio. €?)...

Was passiert wenn die Zinsen steigen?

#Schuldenunion
#EU
#Abhängigkeit",1,"['schuldenunion', 'eu', 'abhängigkeit']"
2020-07-21,1285525551835422720,"@MitschAlexander @artep21 Es ist Ihre Partei, die #CDU , bzw #Merkel , die den Boden für die #Schuldenunion bereitet haben!",1,"['cdu', 'merkel', 'schuldenunion']"
2020-07-21,1285558828457697280,Die Warnung und die Risiken sind real. #Corona-Wiederaufbaufonds : „#Große #Risiken“: #Wirtschaftsflügel der #Union warnt vor Einstieg in #Transferunion https://www.handelsblatt.com/politik/deutschland/corona-wiederaufbaufonds-grosse-risiken-wirtschaftsfluegel-der-union-warnt-vor-einstieg-in-transferunion/26023122.html?share=twitter,2,"['corona', 'große', 'risiken', 'wirtschaftsflügel', 'union', 'transferunion']"
2020-07-21,1285689021394542595,Dieser Tweet ist schlecht gealtert 🙄 #Schuldenunion #CDU https://twitter.com/CDU/status/1012233488240664577,2,"['schuldenunion', 'cdu']"
2020-07-21,1285461852189843457,"@LSteinwandter Leider sind die meisten Journalisten im öffentlich-rechtlichen Bereich in wirtschaftlichen Fragen völlige Analphabeten. Wären sie es nicht, würden sie nicht dort arbeiten, sondern in der freien Wirtschaft. Deswegen werden #Eurobonds usw. als Erfolg bejubelt. #Merkel #Finanzpakt",1,"['eurobonds', 'merkel', 'finanzpakt']"
2020-07-21,1285441674898964482,#EUCO made it despite the difficult gestation. European Unity shall always prevail because we have no other choice! #StrongerTogether #EUSolidarity https://twitter.com/EUCouncilPress/status/1285429493482631171,0,"['euco', 'strongertogether', 'eusolidarity']"
2020-07-21,1285483536825417728,"Der SOZIALISMUS kommt mit großen Schritten🤦‍♂️🤮🤯
Lesen Sie mal die pikanten Details des DEALS, auch die Zugeständnisse an die “”4”” und wer den Ausgleichsbetrag für das Ausscheiden GB’s bezahlt.
#Schuldenunion #EU 
Die nächste Krise überlebt die EU nicht‼️ https://www.tagesschau.de/ausland/eu-gipfel-faq-101.html",1,"['schuldenunion', 'eu']"
2020-07-21,1285516533423378432,@sebastiankurz An welcher Stelle wurde denn bitte die #schuldenunion verhindert?,1,['schuldenunion']
2020-07-21,1285498474092539906,"@BMF_Bund @OlafScholz #EU =/= #Europa
dass ihr euch über die weitere ausbeutung des deutschen #Steuerzahler freut, ist verständlich. sichert ja euren job
ansonsten ist dies ein schwarzer tag für deutschland und der beginn einer #Schuldenunion, welche niemals kommen sollte
#verrat #unsozial #pervers",1,"['eu', 'europa', 'steuerzahler', 'schuldenunion', 'verrat', 'unsozial', 'pervers']"
2020-07-22,1285860975992877057,"@Markus_Soeder Wieso nennen Sie die #Schuldenunion ""Finanzpaket""?",2,['schuldenunion']
2020-07-22,1285882855072178178,@JilNik Mangels #Kreditwürdigkeit der #EU müssen aber die Mitgliedstaaten für diese #Eurobonds haften,2,"['kreditwürdigkeit', 'eu', 'eurobonds']"
2020-07-22,1285911051469500422,"@PreislerKa Entsetzlich. 

Aber Papier ist geduldig, das beweist sich immer wieder - leider auch heutzutage. 

In den EU-Verträgen ist ja auch eine sog. „No-Bailout-Klausel“ (Art.125 AEU-Vertrag) festgeschrieben, die eine #Schuldenunion ausschließt.",1,['schuldenunion']
2020-07-22,1285880964015624195,"""Carrying on"" and ""doing much more together"" will kill the EU in the long run. No #fiscalunion,  no #debtunion and no hasty ideological #energytransiton. /2",1,"['fiscalunion', 'debtunion', 'energytransiton']"
2020-07-22,1285731629143658496,"40 Jahre gearbeitet, nicht mal 1000 Euro Rente:
#EUSolidarität 133.000.000.000 EUR soeben vers(ch)enkt https://twitter.com/Uwe_Junge_MdL/status/1285620227347230720",2,['eusolidarität']
2020-07-22,1286007704494977025,"Übrigens: heute sitzen die Milliarden wieder deutlich weniger locker als noch gestern bei de-facto-Gründung der #Schuldenunion.

Aber ich bin mir sicher, sie werden es verstehen. Wir müssen jetzt schließlich alle den Gürtel etwas enger schnallen... https://twitter.com/tagesschau/status/1285944695802286083",1,['schuldenunion']
2020-07-22,1285815370423635968,"Lasst euch nicht hinters Licht führen.
Es sind Mehrzahlungen und KEIN Rabatt!

#Maskerade #EU #Schuldenunion #Transferunion",1,"['maskerade', 'eu', 'schuldenunion', 'transferunion']"
2020-07-22,1286051170017062912,"Europe as a whole now has a big chance to come out stronger from the crisis.
About 2 months back, @EU_Commission had proposed #NextGenerationEU recovery fund &amp; now it has the approval from @EUCouncil.
This response draws on the #EUbudget &amp; #EUsolidarity. https://eu.smh.re/PNJ",0,"['nextgenerationeu', 'eubudget', 'eusolidarity']"
2020-07-22,1285931017992392705,"@enussbi @KoeppelRoger Du hast da was falsch geschrieben, das nennt sich #SchuldenUnion und nicht Solidarität😉",1,['schuldenunion']
2020-07-22,1285876598235963392,"@c_lindner Es bildet den Einstieg in die #Schuldenunion über den Ansatz gemeinsames Haushaltens. Ihre Forderung, die Hilfen müssten einmalig sein, ist so nachhaltig wie nach einer Steuererhöhung zu fordern es müsse die letzte sein. Hier hätte die #FDP ein eigenes Konzept einbringen können.",1,"['schuldenunion', 'fdp']"
2020-07-22,1285851254497980417,"@polenz_r Laut Verlautbarung aus dem Hauptquartier heißt #Schuldenunion nun Kraftpaket.

https://twitter.com/CDU/status/1285517007522275329",2,['schuldenunion']
2020-07-22,1286010149963010049,Deutschland ist der George Floyd der EU - sagen böse Zungen. Am Boden liegend und andere sitzen auf ihm und nehmen die Luft zum Atmen. #EuDeal #Schuldenunion #133Milliarden #RIP,1,"['eudeal', 'schuldenunion', '133milliarden', 'rip']"
