id,date,text,label
1201775726267121668,Tue Dec 03 08:10:35 +0000 2019,"Shocking and disgraceful: At least 135,000 children in Britain to be #homeless at #Christmas #austerity #housingcrisis  https://www.theguardian.com/society/2019/dec/03/at-least-135000-children-in-britain-will-be-homeless-at-christmas?CMP=Share_iOSApp_Other",1
1201847750054293508,Tue Dec 03 12:56:47 +0000 2019,"Disabled people are finding themselves more isolated and with less help, as 10 years of government cuts eats away at the services they need to live independent lives. 
#Austerity
#DisabilityDay2019
https://www.huffingtonpost.co.uk/entry/disability-glasgow-austerity_uk_5ddd15c4e4b0d50f32970bcd?ncid=other_twitter_cooo9wqtham",1
1201977986846777345,Tue Dec 03 21:34:18 +0000 2019,"@BorisJohnson #LiarJohnson #GE2019 #GeneralElection2019 #GeneralElection19 how many more lies will you fit in during these last 9 days? #SaveOurNHS #austerity #childpoverty #GetJohnsonGone
https://twitter.com/OborneTweets/status/1201921538976632834?s=19",4
1202066822176104448,Wed Dec 04 03:27:18 +0000 2019,@PlanetDr But the strongest counter argument was that #GRExit would penalize students from small programs who wouldn’t be taken seriously otherwise because we would t know how to judge their performance,4
1202770130910031872,Fri Dec 06 02:02:00 +0000 2019,"@MaggGran The invisibles. 
Raped
Abducted
Assaulted violently
Kidnapped
Lost lives and broken dreams. 
We see you and you are not invisible. Promise.  #Migrants #Refugees #AsylumSeekers",1
1202878553555124224,Fri Dec 06 09:12:50 +0000 2019,@McGeiz Die #RefugeesWelcome Aktion 2015 kostet 🇦🇹 die eine oder andere Milliarde. Da könnten wir uns zig Klimakrisen leisten.,2
1203718021354786818,Sun Dec 08 16:48:34 +0000 2019,"@Conservatives have apparently turned the UK into a strong economy! Not for the poor or the 99% they feckin' haven't!


#austerity #poverty #homelessness #NHSCrisis #GE2019 #GTTO #VoteNHS 


https://www.telegraph.co.uk/news/2017/05/06/britain-has-billionaires-ever-2017-rich-list-reveals/",1
1204041960681541632,Mon Dec 09 14:15:48 +0000 2019,"Then begin to think of every naira or dollar you invest today as a currency that’s buying your future freedom.
That's how successful entrepreneurs think!


Download the i-invest app today and get on the path to buying freedom.
#iinvest #treasurybills #eurobonds #investment


2/2",4
1204535797468282880,Tue Dec 10 22:58:07 +0000 2019,"""We are not coming to North Dakota to rob anybody,"" said one young refugee at the hearing. ""Hell, we have been robbed—of our childhood. We have been robbed of a lot of things.""
#BurleighCounty  #Immigration  #NorthDakota  #Refugees  #RefugeesWelcome
https://dailysoundandfury.com/at-emotional-meeting-north-dakota-residents-talk-county-officials-out-of-trumpian-plan-to-ban-refugees/?utm_source=twitter&utm_medium=social&utm_campaign=twcon",1
1205072822277558272,Thu Dec 12 10:32:04 +0000 2019,"I hope so Helen for unless we prove we are determined to  take our country back from the posh pirates raiding our national coffers and slaughtering our vulnerable citizens with #Austerity , I fear for the soul of this nation.
#VoteLabourToday 


And then we can #FreeJulianAssange https://twitter.com/HelenRazer/status/1205052593715548162",4
1205160322602065920,Thu Dec 12 16:19:46 +0000 2019,Starke Aktion und eine leider viel zu seltene Haltung. #seenotrettung #asylrecht https://twitter.com/ProAsyl/status/1205130893293211648,1
1205178441504559117,Thu Dec 12 17:31:46 +0000 2019,"#Asylbewerber #Syrer (24) zündet in #Pforzheim 15 Autos an, Flammen🔥 griffen auf weitere 5 Kfz über.
Sachschaden:  halbe #Million Euro 💰
Danke #Merkel!
#RefugeesWelcome
Polizeibericht: &gt;https://www.presseportal.de/blaulicht/pm/110972/4461693
https://www.bild.de/regional/stuttgart/stuttgart-aktuell/pforzheim-asylbewerber-soll-luxus-autos-angezuendet-haben-66562624.bild.html",2
1206157941176487936,Sun Dec 15 10:23:57 +0000 2019,"@EmmaKennedy @jeremycorbyn How is your comment helpful? Or even fair? 🤷‍♀️ You may disagree with it, you may not like him, but this guy really has inspired a lot of people out there and gave them a manifesto that aimed to address #ClimateChange #Austerity #SchoolCuts #NHSCrisis #Inequality #HousingCrisis",4
1208164182903984129,Fri Dec 20 23:16:02 +0000 2019,Welcome Portugal! #RefugeesWelcome #StandWithRefugees #ChooseLove https://twitter.com/LisaRiceMadan/status/1207992573593296897,1
1208550219484286977,Sun Dec 22 00:50:00 +0000 2019,"@ClubeGaffer @james00000001 So, PM wants us to ""be kind to each other"".


Is that ""as kind as he's been to #HomeToBilo family""?
Or ""as kind as he's been to #AsylumSeekers""?
#auspol",1
1208828010419363840,Sun Dec 22 19:13:51 +0000 2019,"Bemerkenswert über wie geringe moralische Rücklagen der moderne ""Wertkonservatismus"" verfügt.
Nicht nur zur Weihnachtszeit. #habeck #RefugeesWelcome https://twitter.com/DrKissler/status/1208732331378401280",1
1209923577149046784,Wed Dec 25 19:47:14 +0000 2019,"In Christmas Day Message, Pope Francis Shines Light On Migrant Suffering https://www.npr.org/2019/12/25/791300471/in-christmas-day-message-pope-francis-shines-light-on-migrant-suffering?utm_campaign=storyshare&utm_source=twitter.com&utm_medium=social #RefugeesWelcome",1
1210230286207930368,Thu Dec 26 16:05:59 +0000 2019,"Russian-backed Syrian offensive in Idlib kills dozens, displaces tens of thousands - The Washington Post #whatsgoingoninidlib #syrianwar #humanitariancrisis #IDPs #refugeecrisis #problemsthataregettingworse  https://www.washingtonpost.com/world/middle_east/russian-backed-syrian-offensive-kills-dozens-displaces-tens-of-thousands/2019/12/25/3f5ce2f6-235d-11ea-b034-de7dc2b5199b_story.html",4
1211436369647751173,Sun Dec 29 23:58:32 +0000 2019,"This.
And migration will grow with climate change induced displacement compounded by exponential population growth. We need to figure out how to deal with this growing reality with compassion.


#RefugeesWelcome https://twitter.com/cbcradio/status/1211421637716987904",1
1224938566096211969,Wed Feb 05 06:11:27 +0000 2020,"Das ist Barcelona, ​​wo Flüchtlinge willkommen sind.


#RefugeesWelcome 


https://twitter.com/FuerzasDelOrden/status/1224935846257790976?s=19",1
1225764830327517187,Fri Feb 07 12:54:43 +0000 2020,Key issue- underfunding of care for our most vulnerable. To say the carers should have reported him is disingenuous because then what? If there is still no support? #austerity #giveitback https://twitter.com/JimMFelton/status/1225713519196286976,1
1229748150686142464,Tue Feb 18 12:43:01 +0000 2020,"#TheGreatReplacement under way in #Belgium, #Germany &amp; #Netherlands. #Sweden's gone 😱
Ethnic #White #Europeans airbrushed from local brochures &amp; TV commercials 😮
Some call it #GreatReplacement but its #WhiteGenocide❗️
#RefugeesWelcome = #MerkelMord
#PVV #AfD #Vlaamsbelang #Lega https://twitter.com/FDW_VB/status/1229485815774023680",2
1230931255593766915,Fri Feb 21 19:04:15 +0000 2020,"@olgagerovasili @alterglobal @LesvosNet @lesvos_chamber @stonisigr @changemakerslab Let's use the ""#refugeecrisis"" as an opportunity!
An opportunity to raise better #awareness, to celebrate how the people of #Lesvos, &amp; of Greece, have shown #solidarity for 5 years to those less fortunate!
That have shown that #humanity lives on the #AegeanIslands!


#ΣΥΡΙΖΑ",1
1232241266680848384,Tue Feb 25 09:49:46 +0000 2020,"""In 2010 that welcome improvement began to slow dramatically. By 2017 it had ground to a halt in England...Other European countries continue to get healthier. We are not.""
#Marmot2020 #Health #Inequality #Austerity
https://www.health.org.uk/news-and-comment/blogs/there-can-be-no-more-important-task-than-to-reduce-health-inequalities",4
1232472428871217152,Wed Feb 26 01:08:19 +0000 2020,"Total number of debates this election cycle=10


Total number of questions asked about refugee resettlement= 0


Will tonight be any different?


#DemDebate2020 #RefugeesWelcome 


https://rcusa.org/resources/rcusa-quarterly-report-on-refugee-admissions-october-1-to-december-31/",1
1233092714566168576,Thu Feb 27 18:13:07 +0000 2020,"As an Greek-American I am disgusted with the response. 


@realDonaldTrump, please help. Greece and her islands are on fire because of socialist agendas! 
#GrExit #Now! https://twitter.com/BasedPoland/status/1232750177112350720",2
1233868691726532611,Sat Feb 29 21:36:34 +0000 2020,"Countries of south-eastern europe, do not let the migrants in your country. We will not take them this time. Good luck!


#Greece #Macedonia #Serbia #Bosnia #Croatia #Hungary #Slovenia #Migration #HumanRightsRefugee #NeverAgain2015 #Turkey #Syria #refugee #RefugeesWelcome https://twitter.com/DerSteirische/status/1233868109045518337",2
1190788068866838528,Sun Nov 03 00:29:34 +0000 2019,"Where would we be without you?


A boring Enid Blyton life, no colour, no joy.


#RefugeesWelcome https://twitter.com/DavidNyuol/status/1190775999262183424",1
1192785338676023296,Fri Nov 08 12:46:00 +0000 2019,"Welcome to the family!! 🤗


Thanks to @eu_echo funding, @InsanPS will provide psychosocial support to refugees in Turkey 👏👏👏 


Our innovative LIFT project, implemented by @giz_gmbh, continues to welcome new local partners in Turkey. #EUsolidarity",1
1193326415967653893,Sun Nov 10 00:36:03 +0000 2019,"@kingstonkilby @Thegirlwho She's a Tory, so no she is not wonderful. She supports #RapeClause #austerity #Windrush #ElectionFraud #DeniedMyVote #brexitshambles #dwpdeaths",4
1195026542302248960,Thu Nov 14 17:11:44 +0000 2019,#Flüchtling aus Syrien ist mit dem Aus der Beziehung nicht einverstanden ... beschäftigt damit die Sicherheitsbehörden #Wirschaffendas https://www.merkur.de/lokales/erding/dorfen-ort28598/dorfen-syrer-naehert-sich-ex-freundin-unerlaubt-geldstrafe-13217628.html,2
1196765587923451906,Tue Nov 19 12:22:05 +0000 2019,"@christabelbrad1 @SirRogerGale @cmackinlay Literally, they are trying to kill us in one way or another. #Manston #QEQM #Stroke #AirPollution #noiseisviolence #austerity #ClimateEmergency",4
1196860008513835010,Tue Nov 19 18:37:17 +0000 2019,"@wolveydarlopete Leave vote Tory


Remain vote Lib Dem, then get Leave and Tory anyway 


#Coalition


#Austerity 


@LibDems = @Conservatives 


OneAndTheSame 


The lesson of history",4
1196892882952761344,Tue Nov 19 20:47:55 +0000 2019,"""We support a dynamic wealth-creating sector"" = Boris Johnson will continue to make tax cuts for the rich at the expense of essential public services (= #austerity) and allowing tax-dodging corporations to go unchallenged #LeadersDebate",1
1198331687714934785,Sat Nov 23 20:05:12 +0000 2019,"@CityPortland There was some discussion of families being moved from #PortlandME to #Scarborough but the City says that did NOT happen because the families did not want to go there. 


@CityPortland says it will ""follow up"" on that issue Monday. #AsylumSeekers",4
1199836864833892352,Wed Nov 27 23:46:15 +0000 2019,"#Greece must take ""urgent"" steps to improve ""miserable"" conditions in its overcrowded island migrant camps, UN refugee chief said. There are over 39,000 #AsylumSeekers in Greek island migrant camps https://news.yahoo.com/un-urges-greece-fix-miserable-migrant-camps-113520019.html #RefugeeCrisis #HumanRights #OpenTheIslands #SavePassage",1
1200113164425322503,Thu Nov 28 18:04:10 +0000 2019,What a mess you've made!!!! #Euro #RefugeeCrisis #EU #UnitedStatesOfEurope #EUArmy https://twitter.com/eucopresident/status/1200097396568547329,3
1200550804664594432,Fri Nov 29 23:03:11 +0000 2019,Tories criticised over police cuts in wake of London Bridge attack | Politics | The Guardian #GE2019 #Security #austerity  https://www.theguardian.com/politics/2019/nov/29/tories-criticised-over-police-cuts-in-wake-of-london-bridge-attack,4
1185208499908829184,Fri Oct 18 14:58:21 +0000 2019,"@BrexitBetrayed Boris Deal or No Deal, the #EU is a busted flush, divisions and discord in many countries over national  sovereignty vs Centralized Government and Globalisation.
Even Macron admitted the French if given the chance would vote #Frexit
#NEXIT 
#GRExit 
#Italexit",2
1189280697644732417,Tue Oct 29 20:39:48 +0000 2019,@CaoimheButterly speaking @UnitedARacism protest outside @FineGael HQ this evening. I can't understand how anyone could vote against saving lives. Shame on FG MEPs for siding with far right. Clearly we can't afford to be complacent about this creeping racism. #RefugeesWelcome,1
1235628531180335105,Thu Mar 05 18:09:33 +0000 2020,"Why are people who have so little ready to help #Refugees and all #eu can do is shoot people at the border??? 


#RefugeesWelcomeInRojava 


#RefugeesWelcome",1
1236639468175724544,Sun Mar 08 13:06:39 +0000 2020,@tagesschau @ARD_Presseclub Es gibt eine von Erdogan gesteuerte Invarsion und keine #Fluechtlingskrise! Wir müssen #Griechenland helfen bei den Abschiebungen von nicht Asylberechtigten,2
1240702823580332033,Thu Mar 19 18:12:58 +0000 2020,"ABUSED. Greek security forces and armed men at the Greece-Turkey land border have detained, assaulted, sexually assaulted, robbed, stripped asylum seekers and migrants, then forced them back to Turkey, HRW reported. #migrants #humanrigths #asylumseekers https://rightscorridor.com/asylum-seekers-claim-assault-by-greek-security-forces-at-border/",1
1243561073527029761,Fri Mar 27 15:30:38 +0000 2020,"Do it!


🇪🇺 #EU #Eurobonds


https://www.bloomberg.com/news/articles/2020-03-26/are-coronabonds-the-solution-to-europe-s-debt-woes-quicktake",1
1244294924381622276,Sun Mar 29 16:06:42 +0000 2020,@YlvaJohansson Everyone has the right to be safe. Evacuate the greek camps immediately! #LeaveNoOneBehind #RefugeesWelcome #seebruecke,2
1244547364901158912,Mon Mar 30 08:49:49 +0000 2020,"Marc would be bloody shocked to discover how actual refugees and prisoners are treated in this country.


We don’t put refugees up in five star hotels mate, we torture them until they give up and take their own lives to escape us.


#manus #naru #refugeecrisis https://twitter.com/AmandaPerram/status/1244202751246000128",2
1244762399367979008,Mon Mar 30 23:04:17 +0000 2020,"@guyverhofstadt Your corrupt Empire is crumbling around you. Italy will be next to leave the European Union dictatorship, followed hopefully by Greece. 
Defeated by a micro-organism, open borders and no willingness to help member states suffering the worst. #ByeByeEU 🖐🖐🖐 #Italexit #Grexit",2
1244932068381011970,Tue Mar 31 10:18:29 +0000 2020,"Latest suggestion in the #eurobonds euro-integration agenda would be to entrust the #EU Commission to issue such bonds


This would be a major advance of the EU-federalism, as the EU Commission could then start to issue debt for its own purposes, independently from Member States",4
1245637141981327363,Thu Apr 02 09:00:12 +0000 2020,"@TheCyclogen @miotei @_ignaciomolina Dont be mistaken, #Eurobonds are out the window. 


Sharing our national debts is not an option, never was, never will be


Support for immediate relief is something else of course, but please stop the blackmail talk


#CoronaCrisis #EU",2
1245702911365197824,Thu Apr 02 13:21:32 +0000 2020,"I have, we have learned so much from each other. Now that #COVIDー19 calls for solidarty and support. It calls for taking care of each other. Now is the time to ask serious questions about #DirectProvision and the lives of #AsylumSeekers /8",1
1249000726744813568,Sat Apr 11 15:45:53 +0000 2020,"A crisis without borders cannot be resolved by putting barriers between us.


We are seeing extraordinary marks of #EUsolidarity between countries, regions and cities. Check our Twitter moment to discover some of them ↓
https://twitter.com/i/events/1247808342036119552",1
1254198370194927620,Sat Apr 25 23:59:27 +0000 2020,And there’s a website here with more details of the scheme and how you can help https://www.pc4r.org/ #RefugeesWelcome,1
1261599670146605056,Sat May 16 10:09:35 +0000 2020,4 #AsylumSeekers on #Lesbos diagnosed with #Coronavirus | The island hosts thousands of migrants in overcrowded camps https://www.aljazeera.com/news/2020/05/asylum-seekers-lesbos-diagnosed-coronavirus-200515160954523.html #RefugeeCrisis #HumanRights #COVID19,1
1262167982236561416,Sun May 17 23:47:51 +0000 2020,"Terror and Hope, The Science of Resilience examines the impact of war on #refugees through the work of an international team of scientists and humanitarians. Free global online premier: https://bit.ly/WRDstream #unhcr #worldrefugeeday #refugeeswelcome #ACEs #scicomm #humanrights",1
1263151780935929857,Wed May 20 16:57:07 +0000 2020,"Czechia, Denmark, France and the Netherlands offer assistance to Greece to help protect refugees and migrants amidst the #coronavirus outbreak. The operation is coordinated by the EU via the EU Civil Protection Mechanism. 


#EUCivPro #EUsolidarity https://eu.smh.re/JZM",1
1263164488129351680,Wed May 20 17:47:37 +0000 2020,@Nigel_Farage The #EU #France is thinking of France only #illegals #Eurobonds you don’t have to except this #Brexit,2
1264073623909916674,Sat May 23 06:00:11 +0000 2020,#Westminster @HouseofCommons #Parliament #Tories @Conservatives @BorisJohnson 💪 @pritipatel 👍@ukhomeoffice Our @UKBorder 🇬🇧 Force officers need greater powers to repel the invasion of #Gimmegrants #BenefitsMigrants #illegals #refugees #AsylumSeekers &amp; return them to #France 🇫🇷https://twitter.com/DennisWheatle10/status/1264071799349948418,2
1235011054289252354,2020-03-04 01:15:55,#DankeNein zu #WirHabenPlatz #RefugeesWelcomeÂ https://t.co/IWChYQwzbS,2
1202219813550071808,2019-12-04 13:35:14,"@joswinson #bedroomtax
#austerityÂ 
#UniversalCreditÂ 
#PIPÂ 
#ESA
#VoteLabour12December",4
1190184123467489280,2019-11-1 ä¸Šåˆ08:29:00,I worked with #asylumseekers. We knew their first asylum application would be rejected. The people I worked with were highly traumatised and were re-traumatised by the immigration system. Many felt it was designed as a slow poison to kill them first.Â,1
,,,
4 discarded tweets,,,
1199000609644527617,2019-11-25 16:23:16,"A well written and gut wrenching read about income disparities in higher education.. This is a huge problem in medical, vet, and grad school but the first step is simple: end useless standardized tests #GRExit #phdchat 
https://t.co/4nEhOUiTDk",4
1193265590510731265,2019-11-09 20:34:21,@richbsys @Vicktor1111 Move to Scotland. Soon to be Independent in the EU. #IndyRef2020 #VoteSNP #GE2019 #RefugeesWelcome,4
1232275304074403840,2020-02-25 12:05:01,#IslamicState #bomb #refugeecrisis Knowledge is power site:Brit #MPs deslike attack on Syria https://t.co/jF1ii5ZbU2 https://t.co/UyEUoyGqwY,4
1202737041131356162,2019-12-05 23:50:31,The lack of logic ‘get on with it’ ‘we didn’t vote half in half out’ its as if people have blocked out any new information for the past 3 years. I bet more of them have been affected by #Austerity &amp; other Tory policies than anything the EU has done #bbcqt https://t.co/6QJxNoGlcr,4
