id,date,text,Tobias,,Daniel,,Agreement,Comment Alexandra
1175853609105465344,Sun Sep 22 19:25:21 +0000 2019,"Nun tauchen neue #BAMF-Dokumente auf und berichten von einem „neuen, unfassbaren Asyl-Skandal: #Mörder, #Drogenhändler, #Vergewaltiger und andere #Schwerverbrecher finden im Schutz des #Asylrechts in Deutschland #Zuflucht“.

#Asyl #Asylrecht #Seenotrettung
https://www.merkur.de/politik/asyl-skandal-im-bamf-moerder-drogenhaendler-vergewaltiger-dokumente-sollen-schlimme-einzelfaelle-enthuellen-zr-9971038.html",2,"cause of the source ""merkur""",2,,2,
1172817536024547330,Sat Sep 14 10:21:05 +0000 2019,"Apropos #Kraftakt für wirksamen #Klimaschutz, wie läuft bisher die #nationaleKraftanstrengung bei der Abschiebung abgelehnter Asylbewerber, um geltendes #Asylrecht durchzusetzen, @RegSprecher? https://twitter.com/RegSprecher/status/1172782692951351297",3,,3,tendency towards 2 but not sure of the intention,3,
1178408524453429251,Sun Sep 29 20:37:40 +0000 2019,@GuntherSchnabl Lieber Herr Schnabl es geht doch nicht um Klima. Es geht um Begründung für MEHR - #MMT #Helikopter #Transferunion . https://think-beyondtheobvious.com/stelter-in-den-medien/klimaschutz-kampf-gegen-die-eiszeit/,4,,4,,4,
1173002402800308224,Sat Sep 14 22:35:40 +0000 2019,"#Italien #EU #EZB #Finanzen #LtwTh19 #Euro #Transferunion #Schuldenunion #Banken 

Der Preis, den die neue Regierung aus PD und 5Sterne aus #Brüssel für die schnelle Einigung zu einer eher ungeliebten Koalition erhalten hat.

#Merkel-#Telefonat

https://www.welt.de/wirtschaft/article200302704/Ecofin-Euro-Regeln-sollen-einfacher-werden.html",4,,3,,4,"Though the # indicate that it's about solidary, the tweet itself isn't really about solidary (rule 4.2). So, I'd annotate 4"
1168798927077945344,Tue Sep 03 08:12:34 +0000 2019,"@m_rinderspacher @ClausReisch @MV_Eleonore Eure Dreistigkeit vergelte ich euch an der nächsten Wahlurne, ihr *Selbstzensur nötig* 
#NieMehrSPD #NieWieder2015 #GibSchleppernKeineChance #ZeitFürAFD #NurNochAFD",2,,2,,2,
1172763624017973248,Sat Sep 14 06:46:51 +0000 2019,"Ich fordere @c_lindner und #FDP auf… gemeinsam MIT der #AfD… einen U-Ausschauss #Merkel und 2015 zuzustimmen… es ist die historischen VERANTWORTUNG der #FDP… die ganz persönliche SCHULD anzutragen.

#UAusschuss jetzt - #FDP muss Flagge zeigen.

#NieWieder2015 https://twitter.com/Tagesspiegel/status/1172761983248195585",2,,2,,2,
1170812873297354753,Sun Sep 08 21:35:16 +0000 2019,Are we using football to dissuade the political issues in europe ? #EuropeanUnion #PoliticsLive #eurocrisis  https://ec.europa.eu/commfrontoffice/publicopinionmobile/index.cfm/ResultDoc/download/DocumentKy/68126,3,,3,,3,
1176376286509506560,Tue Sep 24 06:02:17 +0000 2019,"Happy to share my first @LSEEuroppblog post. Based on my recent articles @PolStudies &amp; @jepp_journal, I explain the varying role of #solidarity in the #Eurocrisis and #migrationcrisis https://blogs.lse.ac.uk/europpblog/2019/09/23/understanding-the-two-faces-of-solidarity-in-the-eurozone-and-migration-crises/ via @LSEEuroppblog",1,,1,,1,
1178263148677210112,Sun Sep 29 11:00:00 +0000 2019,Did you know? The #EU has contracted 63 humanitarian projects with 21 organisations to support refugees in #Turkey. The EU is continuing to work in close cooperation with Turkey for refugees. @eu_echo wishes you a great weekend! #EUsolidarity,1,,1,,1,
1177594689299582977,Fri Sep 27 14:43:47 +0000 2019,"Following the earthquake and floods in Albania, the EU is helping provide relief through the #EUCivPro Mechanism. 

A big thanks to 🇦🇹🇭🇷🇮🇹🇬🇷🇭🇺🇫🇮🇲🇪🇳🇴🇸🇰🇸🇮 for offering emergency relief items, including tents, recovery camps, generators, electric heaters and food kits. #EUSolidarity",1,,1,,1,
1176140980531159046,Mon Sep 23 14:27:16 +0000 2019,Kogler und Rendi-Wagner wollen - wie Deutschland - Boots-Migranten auch nach Österreich holen https://www.unzensuriert.at/content/78009-kogler-und-rendi-wagner-wollen-wie-deutschland-bootsfluechtlinge-nach-oesterreich-holen/ #migrationskrise,2,,2,bc link from right-wing source,2,
1175533884940967937,Sat Sep 21 22:14:53 +0000 2019,"Ansturm an bayrischer #Grenze:
„Die #Migrationskrise ist nicht vorbei, sie spielt sich nur mehr im Stillen ab. In Oberösterreich häufen sich illegale Grenzübertritte.“
Meisten #Migranten waren afghanische, nigerianische, türkische, serbische, syrische.
https://www.krone.at/2000034?fbclid=IwAR1kXPH7FsydgOsBXCCimwmgo0Ug791cQLz0SQTtoe7L7zQguX9wY8tbUHg",3,,3,,3,
1171447019765813252,Tue Sep 10 15:35:08 +0000 2019,"[LIVE] #Genoa, Lord M. #King: despite @ecb pushes, #EU Gov’ts have not clarified their intentions on a #FiscalUnion. #Markets believe that #SovereignDebt crises will be faced through mutual effort, yet they “might lose faith”. @Palazzo_Chigi @MEF_GOV",4,,4,,4,
1178444416228323328,Sun Sep 29 23:00:17 +0000 2019,"#Draghi backs calls for #fiscalunion to bolster #eurozone via @FT
 https://www.ft.com/content/1d702afe-e2ad-11e9-b112-9624ec9edc59?shareType=nongift",4,,1,,1,"1, as Draghi, who was president of the european central bank, supports fiscal union"
1174225222213545984,Wed Sep 18 07:34:43 +0000 2019,"Ex-#Regierungschef #Renzi spaltet italienische #Regierungspartei #PD
#Italien #Parteien #Lega #Salvini #Italy #NoAsyl
http://www.berlinertageszeitung.de/politik/48587-ex-regierungschef-renzi-spaltet-italienische-regierungspartei-pd.html",4,,4,,4,
1172376475397308418,Fri Sep 13 05:08:28 +0000 2019,"Europäische Flüchtlings Politik?
Natürlich brauchen wir die, und heißen muss sie:
#Noasyl

Neuer EU-Flüchtlingsschlüssel?: Berlin und Paris sagen Italien hohe Quoten zu
https://www.n-tv.de/politik/Berlin-und-Paris-sagen-Italien-hohe-Quoten-zu-article21269678.html",2,,2,,2,
1175456817410973696,Sat Sep 21 17:08:38 +0000 2019,"“No one leaves home unless home is the mouth of a shark."" This is why #refugees flee 👆
.
#WithRefugees #RefugeesWelcome #WelcomeRefugees #RightofAsylum #RighttoShelter #RighttoLife #HumanRights #Refugiados #Refugiadas #ConLosRefugiados #RefugiadosBienvenidos #DerechosHumanos",1,,1,,1,
1178409905994293248,Sun Sep 29 20:43:10 +0000 2019,"#Draghi fordert die #Fiskalunion in der #Eurozone. Seine Nachfolgerin #Lagarde möchte diese auch. Und ich glaube nicht, dass sich #vonderLeyen dieser Forderung verschließen wird. Das wird in Deutschland sicher Jubelstürme auslösen... https://twitter.com/hendopolis/status/1178405980771667973",2,,2,,2,
1220109076060942336,Wed Jan 22 22:20:46 +0000 2020,The Home Secretary has the power to end the anguish of #refugee #families who have been torn apart. Please help me bring refugee #FamiliesTogether and sign this petition to @patel4witham now: http://bit.ly/2v24ewH,1,,1,,1,
1215302839473524744,Thu Jan 09 16:02:30 +0000 2020,"Vulnerable #refugee children in desperate need of protection will suffer greatly as a result of this inexplicable decision. 

This is not the Britain I know and love 💔 https://twitter.com/HouseofCommons/status/1214927927650983936",1,,1,,1,
1220045269653389312,Wed Jan 22 18:07:14 +0000 2020,"Schon wieder ein Nazi. Ironie zu Ende!
#CDU #SPD #AfD #Grüne #Linke #FDP #Flüchtlinge #Merkel #https://focus.de/11580201 https://focus.de/11580201",2,,3,tendency towards 2 but not sure enough,?,"I'd say 4, don't see solidarity in the tweet (rule 4.2). If I take the link into account it's a 2 though!"
1213620619545370625,Sun Jan 05 00:37:58 +0000 2020,"@foersterjoerg @b_gabelle @rumeliobserver @sebastiankurz Die Herausforderung #Flüchtlinge ist bewältigbar, sowohl politisch, als auch wirtschaftlich.

Das ist nicht immer im Sinn einzelner Politiker, da diese ihr #Killerargument, Panikmache vor Flüchtlingswellen, verlieren. Wenn deren Wähler aber sehen, dass es woanders klappt ...",1,,1,,1,
1216857223181295616,Mon Jan 13 22:59:04 +0000 2020,"Catholic Charities in partnership with the #HoustonRefugeeConsortium will host a press conference urging @GovAbbott to reverse his decision on refugee admissions. #StandWithRefugees

https://CatholicCharities.org/houston-refugee-consortium-governor-abbott-should-reverse-his-decision-on-refugee-admissions/",1,,1,,1,
1213484028675969024,Sat Jan 04 15:35:12 +0000 2020,"@EduCannotWait @FinancialTimes @YasmineSherif1 @NRC_Egeland @ODIdev @RefugeesIntl @Refugees @FilippoGrandi @UNHCRUSA @UNOCHA @UNCERF @OfficeGSBrown @UNHCR_Education @RefugeesMedia @GlobalEdCluster @AminaJMohammed @GisellaLomax @UNHCRUK @UNHCRCanada @UNHCR_NE @UNHCRinSYRIA @ACNURamericas @UNHCR_Cent_Asia @GPforEducation Thanks to any efforts to #StandWithRefugees

 We have great potential to contribute in building any society we will be resettled into

 We are #StandWithIraqiRefugees in #Turkey stucked here for years without any hope, no one responded to our apeals
 Please help processing our",1,,1,,1,
1212590935726538752,Thu Jan 02 04:26:22 +0000 2020,"- Significant differences in immunization coverage exist in urban vs. rural settings.
#VoICE #Inequity

Let’s close this gap and make #VaccinesWork for everyone irrespective of the place or circumstances around where they live. #LeaveNoOneBehind",4,,1,,4,"Tweet is on solidary, but on the topic of vaccines and rural/urban differences"
1221065799726706694,Sat Jan 25 13:42:27 +0000 2020,@AsmaraPalace @DahlaKib #Education is a human right and #Eritrea provides free education to all...education key to meeting the #GlobalGoals   #SDG4 #EducationForAll #LeaveNoOneBehind,1,,1,,1,
1214857474479738880,Wed Jan 08 10:32:47 +0000 2020,"#Seenotrettung tötet.! #Schlepper
No Way..... 6 Tote pro Jahr, danach EINER...! Google selbst, bin keine Sekretärin.",1,,1,,1,
1214970262933954562,Wed Jan 08 18:00:58 +0000 2020,"1/2 #Libya 04.01.20 -  Ajdabiya DCIM authorities notified by local citizen conducted investigation &amp; recovered 3 bodies of Egyptian #migrants who subsequently received proper burial on site for logistical reasons [cont] 
#Migrantcrisis #Frontex #Seenotrettung #Seawatch3 #UNHCR",3,,4,,4,"The hashtags point towards solidary, but I am not sure about the tweet. I'd most likely would annotate a 4"
1221408988211884032,Sun Jan 26 12:26:10 +0000 2020,"We are tolerating the intolerant. 
The real hate comes from islam, muslims are not victims, 
there's no such thing as #islamophobia #Islamofauxbia 
Christian &amp; Jew Hate on full display tho.  
#TheyHaveToGoback
#remigration 
#NoPlaceForislam https://twitter.com/Adjustedwell/status/1220765241488891904",2,,2,,2,
1221014809979838467,Sat Jan 25 10:19:50 +0000 2020,@Einzelfallinfos Ausser wir bekommen bis in spätestens 10 Jahren eine #Remigration im mittlerweile zweistelligen Millionenbereich hin oder das Land wird sich wie Jugoslawien zerlegen (gilt für alle Länder in Westeuropa),2,,2,,2,
1220015468515295234,Wed Jan 22 16:08:49 +0000 2020,"In Deutschland lässt man sich lieber weiter #Überfremden und schweigt...
#Oberhausen #refugeesNOTwelcome #remigration 

https://jungefreiheit.de/politik/ausland/2020/proteste-gegen-asylbewerber-auf-griechischen-inseln/",2,,2,,2,
1215768308357705728,Fri Jan 10 22:52:07 +0000 2020,How ‘bouta Refugee Return program #RefugeesNotWelcome,2,,2,,2,
1218826389836746752,Sun Jan 19 09:23:50 +0000 2020,"OMG 😥
In #Italien wurde ""#Flüchtling""
Mamadou K.(22, Elfenbeinküste) zu lebenslanger #Haft verurteilt.
Er tötete in Palagonia die Rentner Vincenzo S.(68) u. Mercedes I.(70).💐
Die Frau vergewaltigte er &amp; warf vom Balkon.
Italien: Nicht in MSM-Schlagzeilen
http://www.imolaoggi.it/2020/01/18/anziani-uccisi-ivoriano-condannato-allergastolo-presenta-ricorso/",2,,2,,2,
1222293222006960128,Tue Jan 28 22:59:47 +0000 2020,"Wir sind gegen die #Rundfunkgebühr, da diese unserer Meinung nach den #Wettbewerb verzerrt. Nun lesen wir, dass der #WDR #Qualitätsjournalismus Zeugen zu Falschaussagen verleitet hat zu einem hochbrisanten Fall bei dem ein #Flüchtling ums Leben gekommen ist. Die Sendungen 1/2",3,,3,,3,
1221410336252792832,Sun Jan 26 12:31:31 +0000 2020,"@PbaxterPeter @amjsutherland Not so much stockpiled as dusted off my English and Lincolnshire Flags to hoist on British Independence Day.
(Plus some favourite California Wine, Stilton with Port (Portugal is after all our oldest ally))
Cheers!!!

#GE2019
#LoveEurope
#ExitEU
https://m.youtube.com/watch?v=2YTKeeri7Xc",4,,4,,4,
1212364137885523968,Wed Jan 01 13:25:09 +0000 2020,"#Resist ing #Remain ing #Rejoin ing are #Revolt ing again.
#GE2019
#ExitEU #BritishIndependence
#LoveEurope and #Leaveeu https://twitter.com/LVIaLondres/status/1212363309162336256",4,,4,,4,
1220754793188204544,Fri Jan 24 17:06:37 +0000 2020,"Der hohe deutsche Exportüberschuss dürfte nach Überwindung der #Eurokrise bzw. Normalisierung moderater ausfallen. Chancen im ChinaExport für DE; #USZollpolitik=Handelsablenkung für EU, aber auch Einkommensdämpfung in China. Nettoeffekt DE/Eurozone unklar.Güterbahn EU-Ch ausbauen",4,,4,,4,
1214860755792736258,Wed Jan 08 10:45:49 +0000 2020,"Folge der #Eurokrise seit 2010: #Armut, Hunger #Obdachlosigkeit in nie gekanntem Ausmaß sowie Explosion der #sozialenUngleichheit... Aktienkurse, Immobilien + Anleihen sorgen dafür, daß eine kleine Gruppe von Menschen immer wohlhabender wird. https://youtube.com/watch?v=pGKCx9eJ0ZQ",1,,3,,1,"1, as the tweet talks about consequences of the eurocrisis and how social inequality rises."
1214493692452646913,Tue Jan 07 10:27:15 +0000 2020,"@Kaeri91622010 @moeller_laboe Was die #Flüchtlingswelle nicht packt,soll jetzt der Virus richten!
Was? Unsere Vernichtung!. 
Mir komm es langsam so vor als ob uns eine Selbstzerstörungssekte regiert. 
Gegner werden systematisch in den #Medien u.auf der Straße bekämpft. Ich will das ""Made in Germany"" zurück!",2,,2,,2,
1213015209192804353,Fri Jan 03 08:32:17 +0000 2020,Neuerung im jüngsten österreichischen #Koalitionsvertrag: Koalitionsfreier Raum im #Asyl -bereich für den Fall einer neuen #Flüchtlingswelle. Beide Partner können sich für Maßnahmen auch andere Partner suchen. Sozusagen #Minderheitsregierung light. https://orf.at/stories/3149590/,3,,4,,3,"I think this is a 2 or 3. Getting around the law through a Minderheitenregierung sounds super sketchy, but there is no clear indication as to whether the author thinks this is a good idea or not. So, I'd decide for 3"
1217598544821071873,Thu Jan 16 00:04:49 +0000 2020,Vollstreckung ausländischer Bußgelder https://anwaltsblogs.de/t/bussgelder-id1706773 #Asylrecht (215 Wörter),3,,4,,4,Not sure how this has something to do with solidary
1219942709118500865,Wed Jan 22 11:19:41 +0000 2020,@Reinhard_Mue @faznet Diesen Gesetztänderungen sind reine #Korruption: das #Asylrecht ist keine Migrationslösung ...,2,,2,,2,
1222477311787880449,Wed Jan 29 11:11:18 +0000 2020,"@klee_lina @WerteUnion Sein wir mal ehrlich, wenn es so weiter geht werden die Leute früher oder später auf die Straße gehen, nicht um friedlich zu demonstrieren, sondern um den Filz aus dem Bundestag zu zerren, Gutmenschen und Antifa Einhalt zu gebieten und die #Migrationskrise selbst zu beenden. 😅",2,,2,,2,
1213139342975291396,Fri Jan 03 16:45:33 +0000 2020,"@DiegoFassnacht @Politologe22 @EskenSaskia @spdde Franz Josef Strauß warnt vor #SPD und #Grüne https://youtu.be/Ukk67a2CG0E #RotgrünesNarrenschiff

Er wäre heute als #Nazisau abgestempelt und in die Ecke gestellt! Leider fehlen solche #Politiker heute in allen Parteien! Man sieht ja wohin die Reise geht! #Klimakrise #Migrationskrise!",2,,2,,2,
1216917853640761346,Tue Jan 14 03:00:00 +0000 2020,"An asylum seeker has frozen to death in the “world’s most liveable city” after he wound up living on the streets following a five-year stint in a cramped hovel with five others.
https://viraltab.news/migrant-freezes-to-death-in-worlds-most-liveable-city/
#asylumseeker #liveablecity",1,,1,,1,
1218844356175466496,Sun Jan 19 10:35:14 +0000 2020,@LJPatton @AlboMP Ok lets profoundly disagree. That’s why so many gave up on Labor yrs ago. I guess it applies to inhumane immoral #asylumseeker policies. In #Newtowm we elected @jennyleong who’s an MP we’re proud of. My hope is more will follow #Balmain #Balmain &amp; #Melbourne. My hope minority gov,1,,1,,1,
1220237199280492544,Thu Jan 23 06:49:53 +0000 2020,"Euro Crisis: Ecb Faces Setback As Banks Issue Grim Forecast For Struggling Eurozone
#EuroCrisis #ECB #Finance
https://www.express.co.uk/finance/city/1232048/Euro-news-eurozone-economy-ECB-report-loans-banks-monetary-policy-Christine-Lagarde",4,,4,,4,
1213387088642469888,Sat Jan 04 09:10:00 +0000 2020,"Georges #Prevelakis on Greece and the #Eurocrisis:

The threat posed to Europe by the breakdown is less contagion to the centre than a wave of anti-western feeling that could exacerbate geopolitical instabilities in the region.

https://www.eurozine.com/greece-the-history-behind-the-collapse/ https://twitter.com/Eurozine/status/1212041829224525824",3,,3,,3,
1216337392292061185,Sun Jan 12 12:33:27 +0000 2020,"Open the Borders, bring down the Walls!... is not a senseless demand. In fact a very sensible one. The alternative is border barbarism.
#OpenTheBorders #RefugeesWelcome 

https://www.bbc.co.uk/news/world-europe-51081865?SThisFB",1,,1,,1,
