id,date,text,Daniel,,Tobias,,Agreement
1233286855099125760,Fri Feb 28 07:04:34 +0000 2020,"Ich möchte über die Deutschlandpolitik nicht urteilen oder diese werten. Ich muss jedoch sagen, dass du ich diese mit Spannung verfolge. #Coronavius #Flüchtlingswelle #Wahlen https://twitter.com/FRIEDRICH_WEIK/status/1233285724264452096",3,,3,,3
1233342319258226694,Fri Feb 28 10:44:57 +0000 2020,"Kriminelle mit Staatsapparat. #Syrien: #Flüchtlingswelle in die #Türkei und nach #Europa. ""#Schleusenwärter #Putin"" ist ein treffender Begriff. Aber noch treffender wäre die Bezeichnung als (völkerrechts-) krimineller #Lawinensprenger. https://twitter.com/gruewal/status/1233318304158232576",4,,4,don't know what the author wants to say,4
1220482584041459712,Thu Jan 23 23:04:58 +0000 2020,"@BILD Wieso warnt der Geheimbericht vor #Flüchtlingswelle? Er müsste doch frohlocken! Immerhin bereichern #Flüchtlinge als #Goldstücke. Diese #Fachkräfte sichern unsere Demografie und Sozialsysteme und sind im Schnitt besser gebildet, als Einheimische - so heißt es zumindest immer.",2,,2,,2
1183427141163200512,Sun Oct 13 16:59:52 +0000 2019,"#Flüchtlingswelle 2.0 droht – Der #Spiegel verschweigt konsequent alle Hintergründe u Ursachen
Die #Medien versuchen mit allen Mitteln davon abzulenken, dass die #EU -Länder an der wahrscheinlich kommenden Flüchtlingswelle selbst schuld sind. #Türkeideal 
https://www.anti-spiegel.ru/2019/fluechtlingswelle-2-0-droht-der-spiegel-verschweigt-konsequent-alle-hintergruende-und-ursachen/",2,,2,,2
1218957514718547969,Sun Jan 19 18:04:53 +0000 2020,"@selberdenkender @BerndHoefer @HeikoMaas Er gibt den Europäern eine Chance. Verstehe das, wer will, denn das haben sie einfach nicht verdient. Die nächste #Flüchtlingswelle kommt angerollt...",2,,2,,2
1173826998420017153,Tue Sep 17 05:12:19 +0000 2019,"@Twidttdi In der Tat läuft vieles schief mit dem #Euro. Aber den Kern der Fehler hat die Politik zu verantworten. In #USA wurde kräftig investiert nach #GFC, in #Europa wurde #Austerität verordnet. Darauf hat #Draghi stets verwiesen.",4,,1,,?
1178684310259474433,Mon Sep 30 14:53:33 +0000 2019,"@thinkBTO Kein Problem, denn der Unsinn der jahrelangen #Euro-#Austerität-Politik ist ja genug diskutiert worden - abseits des Mainstreams.
Mies ist nur, dass man eine Pseudo-Naturwissenschaft zur Hilfe rufen muss, weil man politisch den bisherigen ideologischen Unsinn nicht zugeben kann.",1,,3,,?
1168300347854610432,Sun Sep 01 23:11:23 +0000 2019,"@UlrikeDesi @BlauerEisvogel @PeterDroegemeie In ganz #Europa haben wir ein Problem mit einer zunehmenden Verarmung im Bereich ehemaliger Arbeiterschaft bzw. #Mittelschicht. 
Stichwort #Austerität. 
Nicht mal #Deutschland steht mit über 6,5 Mio #SGBII -Betroffenen gut da",1,,1,,1
1189251466227343361,Tue Oct 29 18:43:39 +0000 2019,"ich habe das Erkenntnis sicherheitshalber anonymisiert (daher die schwarzen Balken). Die gelb gekennzeichneten Passagen stehen beim #BVwG seit ca 2 Jahren oder länger in #Asylverfahren in Verwendung, die blauen sind ""jünger"".",3,,3,,3
1224635331611414529,Tue Feb 04 10:06:30 +0000 2020,"Beschleunigung darf nicht auf Kosten von Fairness und Qualität gehen. Die SFH zieht Bilanz zum neuen #Asylverfahren:
https://www.fluechtlingshilfe.ch/medien/medienmitteilungen/2020/beschleunigung-darf-nicht-auf-kosten-von-fairness-und-qualitaet-gehen.html #Medienmitteilung",4,,4,,4
1204363135639011333,Tue Dec 10 11:32:02 +0000 2019,Europa muss den verbrecherischen #Menschenhandel mit der #Türkei endlich beenden - jeder #Asylsuchende hat in #Europa ein Menschenrecht auf ein faires #Asylverfahren! @VonderLeyen #Europarat #Bundesregierung https://twitter.com/HESommer/status/1204354616764313600,1,,1,,1
1196013864997048320,Sun Nov 17 10:35:00 +0000 2019,#Seehofer will #Asylverfahren der #EU reformieren » Staseve Aktuell - ... http://staseve.eu/?p=123682 via @Fruehwald,4,,4,,4
1197272807555698690,Wed Nov 20 21:57:36 +0000 2019,@handelsblatt Hat der #Anwalt #Unregelmäßigkeiten im #Asylverfahren entdeckt?,3,,3,,3
1204415858203774976,Tue Dec 10 15:01:32 +0000 2019,"Könnte sein, dass die SPD schon bald Gelegenheit erhält, zu zeigen, ob ihr angeblicher Linksruck mehr als nur ein PR-Stunt ist ""#Asylrecht: CDU will „sichere Herkunftsstaaten“ ohne Bundesrat ausweiten"" https://www.welt.de/politik/deutschland/article204178586/Asylrecht-CDU-will-sichere-Herkunftsstaaten-ohne-Bundesrat-ausweiten.html?wtmc=socialmedia.twitter.shared.web via @welt",1,,1,,1
1194895129578000384,Thu Nov 14 08:29:33 +0000 2019,"Das kann es aber echt nicht sein oder??
Teilen und Wirbel machen!!!
#integration #asylrecht #bleiberecht  https://ooe.orf.at/stories/3021482/?fbclid=IwAR1aC_6cpWr31oCuKJqKEWGpFeio8WGEFaEcdI9QyORxzcJCO4aLGs__D-0",3,,3,"maybe 1, but because of hashtag integration",3
1174636693456150534,Thu Sep 19 10:49:46 +0000 2019,"#RT @EchoPRN: RT @AndyWinhart: Eine Frechheit wie sich selbstgerechte Gutmenschen im Talar über das #Asylrecht hinwegsetzen. 
Da helfen keine durch Kirchensteuern beglichenen Geldstrafen. ""Nur eine mögliche Haftstrafe kann hier als Abschreckung dienen"" -… https://twitter.com/AndyWinhart/status/1174587747748777984/photo/1",2,,2,,2
1231963309655625731,Mon Feb 24 15:25:16 +0000 2020,"„Die EU ist eine Wertegemeinschaft. Die #Menschenrechte bilden ihre Grundlage. Mit der Aushöhlung des #Asylrecht s und den eklatanten Verletzungen der #Flüchtlingsrechte zerstört die EU die Grundlagen, auf denen sie selbst 1957 errichtet wurde.“ https://www.amazon.de/Die-Schande-Europas-Flüchtlingen-Menschenrechten/dp/3570104230/",1,,1,,1
1194702852033302528,Wed Nov 13 19:45:31 +0000 2019,"@Michael_Leh @TichysEinblick Danke Herr #Miri! Sie haben vor aller Öffentlichkeit bewiesen, dass das dt. #Asylrecht gescheitert und untragbar ist, sie haben bewiesen, wie handlungsunfähig Politik und Staat sind, und wie doof all die Bürger sind, die das hinnehmen!",2,,2,,2
1179664486212481024,Thu Oct 03 07:48:25 +0000 2019,@HarrisSamaras @GuntherSchnabl @mtmalinen @pboockvar @ecb @dlacalle_IA @TgMacro @RonStoeferle True. But #Transferunion no solution. We need to get rid of too high debt levels via #restructuring or #monetization and then reduce membership to those able to compete.,2,,3,"can be both, since the author wants to get rid of debts (solidaric) but also remove states of the eu that can't pay thier debts (anti-solidaric)",?
1216674302298394626,Mon Jan 13 10:52:13 +0000 2020,"@THommerich @verusoss1 Ohne Frage Respekt für die Franzosen für ihre Standhaftigkeit.
Vergessen wir aber nicht daß wir Nordwesteuropäer die Rechnung bezahlen. #Rentenreform #Transferunion",3,,3,,3
1196515869804945408,Mon Nov 18 19:49:48 +0000 2019,"Typisch #Söder. Großen Worten, die Schulden mittels #Transferunion nicht zu vergemeinschaften folgen bestimmt keine Taten. Da kann man wirklich behaupten: nur die #AfD hält, was die #CSU verspricht.

https://app.handelsblatt.com/politik/deutschland/markus-soeder-im-interview-das-risiko-fuer-deutsche-sparer-ist-zu-hoch/25232470.html?utm_term=Autofeed&social=tw-hb_hk-li-ne-or-&utm_medium=Social&utm_content=hb_hk&utm_source=Twitter&ticket=ST-15167177-pN9aP5wIvbYfABYFMXRT-ap5#Echobox=1574012069",2,,2,,2
1174079917597843457,Tue Sep 17 21:57:20 +0000 2019,"#DieNeueHanse #EU #Nordstaaten #Euro #Transferunion #Schuldenunion #LtwTh19

Die neue #Hanse:

Zu dem losen Klub gehören die #Niederlande, #Finnland #Dänemark, #Estland, #Irland, #Lettland, #Litauen und #Schweden.

https://www.nzz.ch/wirtschaft/skepsis-im-norden-europas-gegenueber-zu-ambitionierten-plaenen-in-bruessel-ld.1508623?utm_source=pocket-newtab",4,,4,,4
1203009837145174018,Fri Dec 06 17:54:30 +0000 2019,Pro Kopf bezahlen Schweden und Holländer noch mehr - aber das macht es nicht besser. Die #EU war nicht als #Transferunion gedacht. /BH https://twitter.com/spiegelonline/status/1202974992440258560,2,,3,,?
1192509077798227968,Thu Nov 07 18:28:14 +0000 2019,"Eine Fortsetzung der #Eurokrise bleibt zur Zeit unvermeidbar, wo geht die Reise der ultralockeren #Geldpolitik der #EZB nun hin? Neue #Schulden, #Währungsreform was kommt? Mehr in diesem Video, https://youtu.be/NnyW83ChSOM via @YouTube",3,,3,,3
1191610782607454208,Tue Nov 05 06:58:44 +0000 2019,"Was erfüllte vor 2000 jeden Deutschen mit großem Stolz? Was war für viele DDR-Bürger einer der Hauptgründe, ihre senile Partei- und Staatsführung durch Abstimmung mit den Füßen „zuhause“ versauern zu lassen? Was wurde uns von den #EU-Bonzen genommen? Die Deutsche Mark! #Eurokrise",2,,2,,2
1218846505957838849,Sun Jan 19 10:43:46 +0000 2020,"Folge der #Eurokrise seit 2010: #Armut, Hunger #Obdachlosigkeit in nie gekanntem Ausmaß sowie Explosion der #sozialenUngleichheit... Aktienkurse, Immobilien + Anleihen sorgen dafür, daß eine kleine Gruppe von Menschen immer wohlhabender wird. https://youtube.com/watch?v=pGKCx9eJ0ZQ",3,,1,,?
1209067511175614464,Mon Dec 23 11:05:32 +0000 2019,"Diese Frau richtet #Deutschland und Europa zugrunde. Sie ist die Hauptverantwortliche der #Eurokrise, der ungezügelte #Masseneinwanderung sowie für die völlig fehlgeleitete #Energieversorgung.

https://www.merkur.de/politik/angela-merkel-kanzlerin-sunday-times-presse-fluechtlingskrise-abrechnung-gnadenlos-cdu-zr-13362805.html?fbclid=IwAR3XlDUTLcg9LHjuMxbIKaxDBvt7_ZNzf19fOlR3j7TXT-360NI_r7NzjiQ",2,,2,,2
1180167233600970759,Fri Oct 04 17:06:09 +0000 2019,"Frühere Notenbanker: „Als frühere Zentralbanker und europäische Bürger beobachten wir die anhaltende Krisenpolitik der #EZB mit wachsender Sorge“
2010 begann die #Eurokrise! Fazit: Nichts gerettet, nur teuer Zeit gekauft. @welt  #Euro
https://www.welt.de/finanzen/article201401422/Falsche-Diagnose-Ex-Waehrungshueter-rebellieren-gegen-Europaeische-Zentralbank.html",4,,4,,4
1230525031685533696,Thu Feb 20 16:10:04 +0000 2020,"Causes of #eurocrisis

Lack of economic convergence 

Weak drachma boosted Greek exports 

Strong Euro led to consumer spending and boom in imports",4,,4,,4
1222159419242315776,Tue Jan 28 14:08:06 +0000 2020,"Tuesday ART-session / ""€uro goes Zero?"" #euro #eurozone #eurocrisis #EU #EURO2020 #FinancialHealth2020 #financialplanning #eurokriisi #talouskriisi #digitalartwork #euroart #artlovers #artstudios",4,,4,,4
1202403497917988865,Thu Dec 05 01:45:08 +0000 2019,"@Reuters They still have tax authorities in Italy?
In the #eurocrisis days we all learnt how paying taxes in #Italy is only voluntary.",3,Can either be seen as Italy has no place in the EU or their population should be solidaric with Iatly and pay their taxes?,2,,?
1195306713907224577,Fri Nov 15 11:45:02 +0000 2019,"@WIONews Disruptive #ChineseExpansionism gets Bigger:

#TibetanCrisis
&gt; #UighurCrisis
&gt;&gt; #ASEANCrisis
&gt;&gt;&gt; #SouthChinaSeaCrisis
&gt;&gt;&gt;&gt; #PakistanCrisis
&gt;&gt;&gt;&gt;&gt; #RohingyaCrisis
&gt;&gt;&gt;&gt;&gt;&gt; #MiddleEastCrisis
&gt;&gt;&gt;&gt;&gt;&gt;&gt; #NepalCrisis
&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; #EuroCrisis

Q. IS TAOISM THE ONLY HOPE?
https://youtube.com/watch?v=WLHCt6ugOqc",4,,4,,4
1206139359105363969,Sun Dec 15 09:10:06 +0000 2019,"RT @EconBizFin If #Italy survives the first few months of the year, default fears may ease http://ow.ly/7Zrr9 #eurocrisis If.",4,,4,,4
1169189735157456897,Wed Sep 04 10:05:30 +0000 2019,"You will be a great asset then. Keep it coming. We wish to be with you!

#EUSolidarity #EUSolidarität https://twitter.com/b4eve/status/1169189331413676033",1,,1,"could also be 2, if it's meant ironic",1
1169187804120801280,Wed Sep 04 09:57:49 +0000 2019,@BovayNicolas @b4eve I find it totally heart warming how the British finally are standing up against their current regime. I wish the EU was overall more about solidarity within the people's minds. It needs to happen if we want a bright EU future. #EUsolidarity #EUSolidarität,1,,1,,1
1178391416713760769,Sun Sep 29 19:29:41 +0000 2019,"Draghi : “Many more people understand the importance of these reforms than a few years ago — there will at some point be a commitment.”  👏👏👏
#euro #ecb #fiscalunion https://twitter.com/edwardnh/status/1178370784131211264",1,I would assume reformes positive for the EU?,1,cause of the emojis,1
1178685483821522944,Mon Sep 30 14:58:12 +0000 2019,#mariodraghi #lagarde #eu #fiscalunion .@ecb @ecb @ft .@ft @wsj .@wsj @beckquick @squawkcnbc @business @tictoc @federalreserve @boe @ap @reuters @bbc_whys @france24 @theeconomist @economics @phoenix_de @figaro @lemonde @tv5 @dw A fiscal union willbe foug https://babyawacs.wordpress.com/2019/09/30/mariodraghi-lagarde-eu-fiscalunion-ecb-ecb-ft-ft-wsj-wsj-beckquick-squawkcnbc-business-tictoc-federalreserve-boe-ap-reuters-bbc_whys-france24-theeconomist-economics-phoenix_d-2/,4,,4,or 1 because of tweet 1178684129099075584,4
1174328481708199939,Wed Sep 18 14:25:02 +0000 2019,"From our #UKEU #finreg meeting: No politician would dare push #fiscalunion through the front door, hopefully not through back door, #eurobonds imply undemocratic transfer of public funds",2,,2,,2
1178685458471161858,Mon Sep 30 14:58:06 +0000 2019,#mariodraghi #lagarde #eu #fiscalunion .@ecb @ecb @ft .@ft @wsj .@wsj @beckquick @squawkcnbc @business @tictoc @federalreserve @boe @ap @reuters @bbc_whys @france24 @theeconomist @economics @phoenix_de @figaro @lemonde @tv5 @dw A fiscal union willbe foug https://babyawacs.wordpress.com/2019/09/30/mariodraghi-lagarde-eu-fiscalunion-ecb-ecb-ft-ft-wsj-wsj-beckquick-squawkcnbc-business-tictoc-federalreserve-boe-ap-reuters-bbc_whys-france24-theeconomist-economics-phoenix_d/,4,,4,or 1 because of tweet 1178684129099075584,4
1178684129099075584,Mon Sep 30 14:52:49 +0000 2019,#eu #fiscalunion @ecb @federalreserve @boe @ap @reuters @bbc_whys @france24 @theeconomist @economics @phoenix_de @figaro @lemonde @tv5 @dw A fiscal union willbe fought tooth and claw by the germans asthey don’t cut their population topay for french and i https://babyawacs.wordpress.com/2019/09/30/eu-fiscalunion-ecb-federalreserve-boe-ap-reuters-bbc_whys-france24-theeconomist-economics-phoenix_de-figaro-lemonde-tv5-dw-a-fiscal-union-willbe-fought-tooth-and-claw-by-the-germans-a/,4,,1,,?
1234232202826743810,Sun Mar 01 21:41:02 +0000 2020,"Willkommen in ihrem starken Europa, in dem #Griechenland gerade das Menschenrecht auf Asyl ausgesetzt hat.

#EUamArsch #EU #Flüchtlinge https://twitter.com/HeikoMaas/status/1233480040433815553",1,,1,,1
1236982335901437952,Mon Mar 09 11:49:05 +0000 2020,"Ich verstehe den Ärger gut. Das Kontingent ist viel zu klein. Aber wenn es mit der #Union keine andere Lösung gäbe, müssen wir zumindest diese durchsetzen, damit überhaupt Menschen geholfen wird. #Flüchtlinge #Griechenland https://twitter.com/HildeMattheis/status/1236945602786865155",1,,1,,1
1237791991137738752,Wed Mar 11 17:26:22 +0000 2020,Brutaler Axt-Angriff in München: Vorbestrafter Iraker hackt Autofahrer das halbe Gesicht weg https://www.anonymousnews.ru/2020/03/11/axt-iraker-hackt-halbe-gesicht-weg/ #anonymousnews via @anoynews #migranten #flüchtlinge #merkel,2,,2,,2
1237245746128343040,Tue Mar 10 05:15:47 +0000 2020,"Komisch, dass so viele ""#Flüchtlinge"" nach 🇩🇪 wollen, obwohl man aufgrund der Berichterstattung in den ÖR meinen könnte, dass das 4. Reich kurz bevor steht. 🤔
Man kann nur auf die Nachbarn hoffen... Sonst kommen sie halt mit dem ✈️ #Drehhofer 

#IStandWithGreece #Einheitspartei",2,,2,,2
1235219408953446402,Wed Mar 04 15:03:51 +0000 2020,"Unkontrollierte Massenmigration keine Option. Geregelte #Zuwanderung. Hilfe für #Flüchtlinge in #Syrien, #Türkei und #Griechenland. #EU bleibt damit ihren moralischen Werten treu. 
Existenzbedrohend für die EU @LadurnerUlrich @zeitonline https://www.eurotopics.net/de/236230/fluechtlinge-reichen-die-eu-millionen-fuer-athen?zitat=236334#zitat236334 via @eurotopics",3,,3,,3
1239894001878171648,Tue Mar 17 12:39:00 +0000 2020,"Warum #Italien bereits vor der #Corona-Pandemie ein Kumulationspunkt von Widersprüchen war und zur Gefahr für den Euro werden kann, haben Etienne Schneider, Thomas Sablowski und ich in @Ztschr_Prokla 192 erläutert. Der Artikel ist frei verfügbar #Eurokrise
https://www.prokla.de/index.php/PROKLA/article/view/893/853",4,,4,,4
1247628964526465026,Tue Apr 07 20:54:59 +0000 2020,"Schönes Interview mit @cedric_durand: ""Die Herausforderung dieser Krise besteht nicht darin die Wirtschaft zu retten, sondern ihre Transformation zu planen"" #Eurokrise https://twitter.com/cedric_durand/status/1246106013914337283",3,,3,not clear: transformation towards what,3
1263529711847776257,Thu May 21 17:58:53 +0000 2020,"@ArianeSophie85 @fdp @HrReisen @ConejeroTfs Ich bin mir relativ sicher, dass jedes Finanzministerium seit der #Eurokrise einen Plan für eine eigene Währung irgendwo herumkugeln hat. Alles andere wäre ja grob fahrlässig. Die Einzigen, die so blöd sein könnten, sind wir Österreicher. Oder was meinst du, Helmut?",3,,2,,?
1259284857571676160,Sun May 10 00:51:21 +0000 2020,"Ökonomen befürchten neue Euro-Krise
Logisch, wenn die Staaten massive Geldschöpfung betreiben und der Wachstumseffekt ausbleibt und vorneweg die höchstverschuldeten die EZB dafür nutzen.
#EuroKrise #Euro #Staatsverschuldung
https://www.welt.de/wirtschaft/article207859575/Schuldenrekord-Oekonomen-fuerchten-neue-Euro-Krise.html",3,,2,,?
1246178009255686144,Fri Apr 03 20:49:24 +0000 2020,"@MSassenage In deutschen Medien ist grundsätzlich alles was passiert ein Beweis dafür, wie gut dieses Land geführt wird. Egal ob #Coronakrise, #Migrationkrise, #Eurokrise oder #bankenkrise. Die Bundesregierung thront über jedem Desaster. Schuld ist stattdessen die AfD, Trump oder Russland.",2,,2,,2
1260996888100319232,Thu May 14 18:14:20 +0000 2020,"Dieser #EU-Gerichtshof gehört abgeschafft und die Richter eingesperrt

Das ist kriminell, was die für Urteile fällen

#AsylRecht #Ungarn",2,,2,,2
1235918382295367680,Fri Mar 06 13:21:19 +0000 2020,"Eine #Kanzlerin ohne rechtsstaatliche Orientierung, das #Asylrecht reformbedürftig, #Selbstjustiz durch #Clans und #Umweltaktivisten: Warum Hans-Jürgen #Papier, der Ex-Präsident des #Bundesverfassungsgericht s, den #Rechtsstaat in Gefahr sieht https://www.welt.de/politik/deutschland/plus206365935/Hans-Juergen-Papier-Am-Ende-stehen-dann-Chaos-und-Anarchie.html?wtmc=socialmedia.twitter.shared.web via @welt",2,,2,,2
1235907893792329728,Fri Mar 06 12:39:38 +0000 2020,"Unternehmer-Initiative „#Bleiberecht durch #Arbeit“ - Antje von Dewitz kämpft dafür, dass Geflüchtete mit Arbeitsvertrag nicht abgeschoben werden. Ein Gespräch über Engagement und Geschäft. https://taz.de/Unternehmerin-ueber-Gefluechtete-mit-Job/!5666074/ via taz #Asylrecht #Abschiebung #Einwanderungsgesetz",1,,1,,1
1238387349303812096,Fri Mar 13 08:52:06 +0000 2020,"Gleich beraten die #EU #Innenminister wieder wie sie #Frontex noch brutaler machen können um die #Menschen vor der #Grenze #Griechenland s abzuwehren.
Aber das wird nicht möglich sein. Beratet darüber wie wir sie #retten können.
#ferriesnotfrontex 
#grenzenauf 
#Asylrecht",1,,1,,1
1234814686283157506,Tue Mar 03 12:15:37 +0000 2020,"#WirhabenPlatz, wir müssen aber eine Lösung für #Griechenland finden - auf europäischer Ebene! Griechenland braucht mehr Unterstützung bei der Erstversorgung von #Refugees auf #Lesbos und an den anderen Grenzen. UND: Das #Asylrecht muss wieder eingesetzt werden! Sofort! https://twitter.com/LinkeSchwetzing/status/1234809581328621568",1,,1,,1
1234075890818199554,Sun Mar 01 11:19:55 +0000 2020,"Da kommt was auf uns zu...
Grosz über die Flüchtlingskrise 2.0 | 1984 - Das Magazin
@lawyerberlin @Hartes_Geld #Flüchtlingskrise #Flüchtlingswelle @GeraldGrosz #Grosz #Einwanderung #Europa #Islam #Terrorismus #Erdogan #Griechenland #Türkei #İdlip #Syrien 

https://19vierundachtzig.com/2020/03/01/grosz-ueber-die-fluechtlingskrise-2-0/",2,,2,,2
1235456105603452931,Thu Mar 05 06:44:23 +0000 2020,"Natürlich wird es eine zweite #Flüchtlingswelle geben. Das war schon seit 2018 absehbar und nur eine Frage der Zeit. Ja, #WirHabenPlatz! Aber bitte lasst uns diesmal 1) Ghettoisierung vermeiden, 2) Trauma-Intervention als Standard anbieten und 3) Identifizieren bei der Einreise.",1,,1,,1
1235873292336193536,Fri Mar 06 10:22:08 +0000 2020,"Leider verwendet der @ORF wieder den Begriff #Flüchtlingswelle, der Menschen als #Naturkatastrophe darstellt.

In letzter Zeit war mir zB bei @ArminWolf der Begriff #Flüchtlingsbewegung positiv aufgefallen. Bitte nicht dahinter zurückfallen!

Hintergrund:
https://www.spiegel.de/politik/deutschland/das-falsche-reden-ueber-fluechtlinge-gastbeitrag-a-1082396.html",1,,1,,1
1234801060428075011,Tue Mar 03 11:21:28 +0000 2020,"N-TV berichtet über ""Hinrichtungen, Plünderungen und Beschlagnahmung von Häusern - davon berichten vertriebene #Kurden in #Syrien."" Die #Türkei scheint die von ihr eroberten Gebiete ethnisch zu säubern und damit die #Flüchtlingswelle auszulösen. https://www.n-tv.de/politik/Tuerkei-koennte-fuer-Kriegsverbrechen-haften-article21614016.html #Erdogan",1,,1,,1
1234219449340788736,Sun Mar 01 20:50:22 +0000 2020,"Der @Weltspiegel_ARD berichtet von einer #Flüchtlingswelle &amp; Welle klingt bedrohlich. Aber in Wirklichkeit fliehen #Menschen vor dem #Krieg in #Idlib. Jetzt trendet
#GreeceUnderAttack, als wären Geflüchtete Soldaten. Die #Medien &amp; die Öffentlichkeit müssen sprachlich abrüsten!",1,,1,,1
1234424327438729217,Mon Mar 02 10:24:28 +0000 2020,"@ABaerbock @Die_Gruenen @correctiv_fakt Für solche ""Flüchtlinge"" fordern die Grünen die Einreise nach Deutschland zum #Asylverfahren ! https://twitter.com/Hausfrau4ever/status/1234421957724135426",2,,2,,2
1234836077107609600,Tue Mar 03 13:40:37 +0000 2020,#Linken-Chef will #Asylverfahren an #EU-#Grenze https://www.berliner-sonntagsblatt.de/Linken-Chef-will-Asylverfahren-an-EU-Grenze-181788.html #Nachrichten #Politik #Wirtschaft #berlinersonntagsblatt #Deutschland #Greece_Turkey_Borders #Griechenland #Tuerkei,4,,4,,4
1263843022313119746,Fri May 22 14:43:52 +0000 2020,"Die Verwaltungsgerichte dürfen im #Asylverfahren kein Religionsquiz veranstalten - müssen aber gründlich prüfen, was es mit der Konversion auf sich hat, stellt das @BVerfG  klar. https://goto.lto.de/2Xlb0vB",4,,4,,4
1248705479687262208,Fri Apr 10 20:12:40 +0000 2020,@Tagesspiegel Das #Asylverfahren ist schlimmer als das #Coronavirus ... Diese »gute Samariter« sind alle #Sadisten!,2,,2,,2
1248847856808706048,Sat Apr 11 05:38:26 +0000 2020,"Flüchtlingselend auf #Lesbos - Massive Proteste gegen eine planlose Regierung 
""Dazu wäre die EU auch bereit, aber nur, wenn es tatsächlich diese #Asylverfahren gibt. Das ist bisher die Krux: Vier Jahre lang hat es überhaupt nicht geklappt.""
https://www.deutschlandfunkkultur.de/fluechtlingselend-auf-lesbos-massive-proteste-gegen-eine.1008.de.html?dram:article_id=471127",3,,4,,?
1238614243580264450,Fri Mar 13 23:53:42 +0000 2020,@DanielSeikel @AchimTruger @AndrewWattEU @GeorgFeigl @flindner23 This is unfounded exaggeration -new #EIIW paper270 with figures on all #EU countries/#Eurozone countries (projected output decline big problem for similar group of countries as in the #EuroCrisis); #Germany &amp; #France with manageable problems. #MonetaryPolicy not really useful now,4,,4,,4
